ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT,,,,ÉMISSIONS DE CO2,INDICE,,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),DE CO2,,,
2016,KIA,OPTIMA HYBRID,INTERMÉDIAIRE,2.4,4,AM6,X,6.6,5.9,6.3,45,147,9,,,
2016,KIA,OPTIMA HYBRID EX,INTERMÉDIAIRE,2.4,4,AM6,X,6.7,6.1,6.4,44,150,8,,,
2016,KIA,RIO,COMPACTE,1.6,4,AS6,X,8.7,6.3,7.7,37,178,7,,,
2016,KIA,RIO,COMPACTE,1.6,4,M6,X,8.8,6.4,7.7,37,179,7,,,
2016,KIA,RIO ECO,COMPACTE,1.6,4,AS6,X,8.5,6.3,7.6,37,175,8,,,
2016,KIA,RONDO,FAMILIALE - INTERMÉDIAIRE,2.0,4,AS6,X,10.1,7.6,9.0,31,214,6,,,
2016,KIA,RONDO,FAMILIALE - INTERMÉDIAIRE,2.0,4,M6,X,10.4,7.8,9.3,30,220,6,,,
2016,KIA,SEDONA,FOURGONNETTE,3.3,6,AS6,X,13.2,9.7,11.6,24,275,4,,,
2016,KIA,SEDONA SX,FOURGONNETTE,3.3,6,AS6,X,12.9,9.5,11.4,25,269,5,,,
2016,KIA,SEDONA SXL,FOURGONNETTE,3.3,6,AS6,X,14.2,10.5,12.5,23,296,4,,,
2016,KIA,SORENTO,VUS - PETIT,2.0,4,AS6,X,11.7,8.6,10.3,27,245,5,,,
2016,KIA,SORENTO,VUS - PETIT,2.4,4,AS6,X,11.1,8.2,9.8,29,233,5,,,
2016,KIA,SORENTO AWD,VUS - PETIT,2.0,4,AS6,X,12.3,9.3,10.9,26,259,5,,,
2016,KIA,SORENTO AWD,VUS - PETIT,2.4,4,AS6,X,11.4,9.2,10.4,27,245,5,,,
2016,KIA,SORENTO AWD,VUS - PETIT,3.3,6,AS6,X,13.4,9.4,11.6,24,275,4,,,
2016,KIA,SOUL,FAMILIALE - PETITE,1.6,4,AS6,X,9.8,7.8,8.9,32,206,6,,,
2016,KIA,SOUL,FAMILIALE - PETITE,1.6,4,M6,X,9.9,7.8,9.0,31,208,6,,,
2016,KIA,SOUL,FAMILIALE - PETITE,2.0,4,AS6,X,9.8,7.5,8.8,32,208,6,,,
2016,KIA,SOUL ECO DYNAMICS,FAMILIALE - PETITE,2.0,4,AS6,X,9.7,7.7,8.8,32,208,6,,,
2016,KIA,SPORTAGE,VUS - PETIT,2.4,4,AS6,X,11.4,8.3,10.0,28,231,5,,,
2016,KIA,SPORTAGE,VUS - PETIT,2.4,4,M6,X,12.9,9.2,11.3,25,261,5,,,
2016,KIA,SPORTAGE AWD,VUS - PETIT,2.0,4,AS6,X,12.6,9.7,11.3,25,261,5,,,
2016,KIA,SPORTAGE AWD,VUS - PETIT,2.4,4,AS6,X,12.0,9.3,10.8,26,251,5,,,
2016,LAMBORGHINI,AVENTADOR COUPE,DEUX PLACES,6.5,12,AM7,Z,22.2,12.7,17.9,16,420,1,,,
2016,LAMBORGHINI,AVENTADOR ROADSTER,DEUX PLACES,6.5,12,AM7,Z,23.6,14.1,19.3,15,452,1,,,
2016,LAMBORGHINI,HURACAN,DEUX PLACES,5.2,10,AM7,Z,16.4,11.4,14.2,20,331,3,,,
2016,LAMBORGHINI,HURACAN SPYDER,DEUX PLACES,5.2,10,AM7,Z,16.9,11.8,14.6,19,340,3,,,
2016,LAND ROVER,DISCOVERY SPORT,VUS - PETIT,2.0,4,AS9,Z,11.9,9.0,10.6,27,248,5,,,
2016,LAND ROVER,LR4,VUS - ORDINAIRE,3.0,6,AS8,Z,16.2,12.1,14.3,20,336,3,,,
2016,LAND ROVER,RANGE ROVER,VUS - ORDINAIRE,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,4,,,
2016,LAND ROVER,RANGE ROVER TD6 DIESEL,VUS - ORDINAIRE,3.0,6,AS8,D,10.6,8.1,9.4,30,254,5,,,
2016,LAND ROVER,RANGE ROVER SUPERCHARGED,VUS - ORDINAIRE,5.0,8,AS8,Z,17.2,12.5,15.1,19,356,3,,,
2016,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,VUS - ORDINAIRE,5.0,8,AS8,Z,17.2,12.5,15.1,19,356,3,,,
2016,LAND ROVER,RANGE ROVER SPORT,VUS - ORDINAIRE,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,4,,,
2016,LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,VUS - ORDINAIRE,3.0,6,AS8,D,10.6,8.1,9.4,30,254,5,,,
2016,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,VUS - ORDINAIRE,5.0,8,AS8,Z,16.6,12.3,14.7,19,344,3,,,
2016,LAND ROVER,RANGE ROVER EVOQUE,VUS - PETIT,2.0,4,AS9,Z,11.3,7.9,9.7,29,229,5,,,
2016,LEXUS,CT 200h,COMPACTE,1.8,4,AV,X,5.5,5.9,5.7,50,132,9,,,
2016,LEXUS,ES 300h,INTERMÉDIAIRE,2.5,4,AV6,X,5.8,6.1,5.9,48,139,9,,,
2016,LEXUS,ES 350,INTERMÉDIAIRE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,6,,,
2016,LEXUS,GS 200t,INTERMÉDIAIRE,2.0,4,AS8,Z,10.6,7.2,9.0,31,212,6,,,
2016,LEXUS,GS 200t F SPORT,INTERMÉDIAIRE,2.0,4,AS8,Z,11.3,7.8,9.7,29,227,5,,,
2016,LEXUS,GS 350,INTERMÉDIAIRE,3.5,6,AS8,Z,11.9,8.1,10.2,28,237,5,,,
2016,LEXUS,GS 350 AWD,INTERMÉDIAIRE,3.5,6,AS6,Z,12.4,9.0,10.9,26,254,5,,,
2016,LEXUS,GS 350 F SPORT,INTERMÉDIAIRE,3.5,6,AS8,Z,12.5,8.6,10.7,26,251,5,,,
2016,LEXUS,GS 450h,INTERMÉDIAIRE,3.5,6,AV8,Z,8.1,6.9,7.6,37,177,7,,,
2016,LEXUS,GS F,COMPACTE,5.0,8,AS8,Z,14.9,9.7,12.5,23,293,4,,,
2016,LEXUS,GX 460,VUS - ORDINAIRE,4.6,8,AS6,Z,15.7,11.7,13.9,20,322,3,,,
2016,LEXUS,IS 200t,COMPACTE,2.0,4,AS8,Z,10.6,7.2,9.0,31,212,6,,,
2016,LEXUS,IS 300 AWD,COMPACTE,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,5,,,
2016,LEXUS,IS 350,COMPACTE,3.5,6,AS8,Z,12.3,8.5,10.6,27,246,5,,,
2016,LEXUS,IS 350 AWD,COMPACTE,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,5,,,
2016,LEXUS,LS 460,INTERMÉDIAIRE,4.6,8,AS8,Z,14.4,9.6,12.3,23,286,4,,,
2016,LEXUS,LS 460 AWD,INTERMÉDIAIRE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303,4,,,
2016,LEXUS,LS 460 L AWD,INTERMÉDIAIRE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303,4,,,
2016,LEXUS,LS 600h L,INTERMÉDIAIRE,5.0,8,AV8,Z,12.7,10.1,11.5,25,268,5,,,
2016,LEXUS,LX 570,VUS - ORDINAIRE,5.7,8,AS8,Z,18.3,12.9,15.9,18,371,2,,,
2016,LEXUS,NX 200t AWD,VUS - PETIT,2.0,4,AS6,Z,10.6,8.4,9.6,29,225,6,,,
2016,LEXUS,NX 200t AWD F SPORT,VUS - PETIT,2.0,4,AS6,Z,10.8,8.8,9.9,29,231,5,,,
2016,LEXUS,NX 300h AWD,VUS - PETIT,2.5,4,AV6,X,7.1,7.7,7.4,38,172,8,,,
2016,LEXUS,RC 200t,SOUS-COMPACTE,2.0,4,AS8,Z,10.6,7.4,9.0,31,214,6,,,
2016,LEXUS,RC 300 AWD,SOUS-COMPACTE,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,5,,,
2016,LEXUS,RC 350,SOUS-COMPACTE,3.5,6,AS8,Z,12.3,8.5,10.6,27,246,5,,,
2016,LEXUS,RC 350 AWD,SOUS-COMPACTE,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,5,,,
2016,LEXUS,RC F,SOUS-COMPACTE,5.0,8,AS8,Z,15.2,9.5,12.6,22,289,4,,,
2016,LEXUS,RX 350 AWD,VUS - PETIT,3.5,6,AS8,X,12.2,8.9,10.7,26,251,5,,,
2016,LEXUS,RX 450h AWD,VUS - ORDINAIRE,3.5,6,AV6,Z,7.7,8.2,8.0,35,186,7,,,
2016,LINCOLN,MKC AWD,VUS - PETIT,2.0,4,AS6,X,12.4,9.0,10.9,26,256,5,,,
2016,LINCOLN,MKC AWD,VUS - PETIT,2.3,4,AS6,X,12.8,9.1,11.1,25,261,5,,,
2016,LINCOLN,MKS AWD,GRANDE BERLINE,3.5,6,AS6,X,14.7,9.8,12.5,23,293,4,,,
2016,LINCOLN,MKS AWD,GRANDE BERLINE,3.7,6,AS6,X,14.2,9.8,12.2,23,287,4,,,
2016,LINCOLN,MKT AWD,VUS - ORDINAIRE,3.5,6,AS6,X,15.7,11.2,13.7,21,322,3,,,
2016,LINCOLN,MKT LIVERY,VÉHICULE À USAGE SPÉCIAL,2.0,4,AS6,X,13.1,9.4,11.4,25,268,5,,,
2016,LINCOLN,MKT LIVERY AWD,VÉHICULE À USAGE SPÉCIAL,3.7,6,A6,X,14.7,10.2,12.7,22,298,4,,,
2016,LINCOLN,MKX AWD,VUS - PETIT,2.7,6,AS6,X,14.1,9.7,12.1,23,283,4,,,
2016,LINCOLN,MKX AWD,VUS - PETIT,3.7,6,AS6,X,14.4,10.3,12.5,23,293,4,,,
2016,LINCOLN,MKZ,INTERMÉDIAIRE,2.0,4,AS6,X,10.5,7.0,8.9,32,210,6,,,
2016,LINCOLN,MKZ,INTERMÉDIAIRE,3.7,6,AS6,X,12.8,8.7,10.9,26,257,5,,,
2016,LINCOLN,MKZ AWD,INTERMÉDIAIRE,2.0,4,AS6,X,10.8,7.5,9.3,30,220,6,,,
2016,LINCOLN,MKZ AWD,INTERMÉDIAIRE,3.7,6,AS6,X,13.8,9.7,11.9,24,279,4,,,
2016,LINCOLN,MKZ HYBRID,INTERMÉDIAIRE,2.0,4,AV,X,5.7,6.0,5.8,49,136,9,,,
2016,LINCOLN,NAVIGATOR 4X4,VUS - ORDINAIRE,3.5,6,AS6,X,16.2,11.9,14.3,20,334,3,,,
2016,LINCOLN,NAVIGATOR L 4X4,VUS - ORDINAIRE,3.5,6,AS6,X,16.1,12.4,14.4,20,339,3,,,
2016,MASERATI,GHIBLI,INTERMÉDIAIRE,3.0,6,AS8,Z,14.1,9.8,12.2,23,286,4,,,
2016,MASERATI,GHIBLI S,INTERMÉDIAIRE,3.0,6,AS8,Z,14.5,10.0,12.5,23,293,4,,,
2016,MASERATI,GHIBLI SQ4,INTERMÉDIAIRE,3.0,6,AS8,Z,15.0,10.0,12.6,22,295,4,,,
2016,MASERATI,GRANTURISMO,SOUS-COMPACTE,4.7,8,AS6,Z,18.2,11.4,15.1,19,357,2,,,
2016,MASERATI,GRANTURISMO CONVERTIBLE,SOUS-COMPACTE,4.7,8,AS6,Z,18.2,11.6,15.2,19,360,2,,,
2016,MASERATI,QUATTROPORTE GTS,GRANDE BERLINE,3.8,8,AS8,Z,16.2,11.0,14.0,20,322,3,,,
2016,MASERATI,QUATTROPORTE S,GRANDE BERLINE,3.0,6,AS8,Z,15.2,10.2,12.9,22,300,4,,,
2016,MASERATI,QUATTROPORTE SQ4,GRANDE BERLINE,3.0,6,AS8,Z,15.1,10.2,12.9,22,302,4,,,
2016,MAZDA,CX-3,COMPACTE,2.0,4,AS6,X,8.2,6.7,7.6,37,179,7,,,
2016,MAZDA,CX-3 4WD,COMPACTE,2.0,4,AS6,X,8.8,7.3,8.1,35,189,7,,,
2016,MAZDA,CX-5,VUS - PETIT,2.0,4,AS6,X,9.0,7.3,8.2,34,192,7,,,
2016,MAZDA,CX-5,VUS - PETIT,2.5,4,AS6,X,8.9,7.1,8.1,35,190,7,,,
2016,MAZDA,CX-5 (SIL),VUS - PETIT,2.0,4,M6,X,9.0,6.8,8.0,35,188,7,,,
2016,MAZDA,CX-5 4WD,VUS - PETIT,2.0,4,AS6,X,9.3,7.6,8.5,33,199,7,,,
2016,MAZDA,CX-5 4WD,VUS - PETIT,2.5,4,AS6,X,9.8,7.9,9.0,31,210,6,,,
2016,MAZDA,MAZDA3 4-DOOR,COMPACTE,2.0,4,AS6,X,7.9,5.7,6.9,41,162,8,,,
2016,MAZDA,MAZDA3 4-DOOR (SIL),COMPACTE,2.0,4,M6,X,8.0,5.8,7.0,40,165,8,,,
2016,MAZDA,MAZDA3 4-DOOR,COMPACTE,2.5,4,AS6,X,8.4,6.1,7.4,38,173,8,,,
2016,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACTE,2.5,4,AS6,X,8.2,5.9,7.2,39,169,8,,,
2016,MAZDA,MAZDA3 4-DOOR (SIL),COMPACTE,2.5,4,M6,X,9.3,6.4,8.0,35,189,7,,,
2016,MAZDA,MAZDA3 5-DOOR,INTERMÉDIAIRE,2.0,4,AS6,X,8.0,5.9,7.0,40,165,8,,,
2016,MAZDA,MAZDA3 5-DOOR (SIL),INTERMÉDIAIRE,2.0,4,M6,X,8.2,5.9,7.1,40,167,8,,,
2016,MAZDA,MAZDA3 5-DOOR,INTERMÉDIAIRE,2.5,4,AS6,X,8.7,6.5,7.7,37,182,7,,,
2016,MAZDA,MAZDA3 5-DOOR (i-ELOOP),INTERMÉDIAIRE,2.5,4,AS6,X,8.2,6.0,7.2,39,170,8,,,
2016,MAZDA,MAZDA3 5-DOOR (SIL),INTERMÉDIAIRE,2.5,4,M6,X,9.2,6.6,8.1,35,190,7,,,
2016,MAZDA,MAZDA5,FOURGONNETTE,2.5,4,AS5,X,10.8,8.3,9.7,29,226,5,,,
2016,MAZDA,MAZDA5,FOURGONNETTE,2.5,4,M6,X,11.1,8.3,9.8,29,229,5,,,
2016,MAZDA,MAZDA6,INTERMÉDIAIRE,2.5,4,AS6,X,8.8,6.1,7.6,37,178,7,,,
2016,MAZDA,MAZDA6 (i-ELOOP),INTERMÉDIAIRE,2.5,4,AS6,X,8.5,5.9,7.3,39,171,8,,,
2016,MAZDA,MAZDA6 (SIL),INTERMÉDIAIRE,2.5,4,M6,X,9.4,6.4,8.1,35,188,7,,,
2016,MAZDA,MX-5,DEUX PLACES,2.0,4,AS6,Z,8.9,6.5,7.8,36,183,7,,,
2016,MAZDA,MX-5 (SIL),DEUX PLACES,2.0,4,M6,Z,8.8,6.9,7.8,36,183,7,,,
2016,MERCEDES-BENZ,AMG C 63,COMPACTE,4.0,8,AS7,Z,13.4,9.6,11.7,24,268,5,,,
2016,MERCEDES-BENZ,AMG C 63 S,COMPACTE,4.0,8,AS7,Z,13.4,9.6,11.7,24,268,5,,,
2016,MERCEDES-BENZ,AMG CLA 45,COMPACTE,2.0,4,AS7,Z,10.2,7.7,9.1,31,214,6,,,
2016,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACTE,5.5,8,AS7,Z,15.1,10.8,13.1,22,308,4,,,
2016,MERCEDES-BENZ,AMG E 63 S 4MATIC,INTERMÉDIAIRE,5.5,8,AS7,Z,15.3,10.8,13.3,21,310,4,,,
2016,MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,FAMILIALE - INTERMÉDIAIRE,5.5,8,AS7,Z,15.2,11.0,13.3,21,310,4,,,
2016,MERCEDES-BENZ,AMG G 63,VUS - ORDINAIRE,5.5,8,AS7,Z,20.0,16.6,18.5,15,417,1,,,
2016,MERCEDES-BENZ,AMG G 65,VUS - ORDINAIRE,6.0,12,AS7,Z,24.3,17.9,21.4,13,476,1,,,
2016,MERCEDES-BENZ,AMG GL 63 S,VUS - ORDINAIRE,5.5,8,AS7,Z,18.2,14.0,16.3,17,369,2,,,
2016,MERCEDES-BENZ,AMG GLA 45,VUS - PETIT,2.0,4,AS7,Z,10.3,8.1,9.3,30,216,6,,,
2016,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,VUS - ORDINAIRE,5.5,8,AS7,Z,17.3,13.5,15.6,18,366,2,,,
2016,MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,VUS - ORDINAIRE,5.5,8,AS7,Z,17.2,12.8,15.2,19,363,2,,,
2016,MERCEDES-BENZ,AMG GT S,DEUX PLACES,4.0,8,AM7,Z,14.5,10.8,12.8,22,303,4,,,
2016,MERCEDES-BENZ,AMG S 63,GRANDE BERLINE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313,4,,,
2016,MERCEDES-BENZ,AMG S 63 COUPE,COMPACTE,5.5,8,AS7,Z,15.3,10.2,13.0,22,313,4,,,
2016,MERCEDES-BENZ,AMG S 65,GRANDE BERLINE,6.0,12,AS7,Z,18.5,11.8,15.5,18,361,2,,,
2016,MERCEDES-BENZ,AMG S 65 COUPE,COMPACTE,6.0,12,AS7,Z,18.0,11.3,15.0,19,355,3,,,
2016,MERCEDES-BENZ,AMG SL 63,DEUX PLACES,5.5,8,AS7,Z,14.7,9.5,12.4,23,298,4,,,
2016,MERCEDES-BENZ,AMG SL 65,DEUX PLACES,6.0,12,AS7,Z,16.7,11.2,14.2,20,335,3,,,
2016,MERCEDES-BENZ,AMG SLK 55,DEUX PLACES,5.5,8,AS7,Z,12.4,8.5,10.6,27,252,5,,,
2016,MERCEDES-BENZ,B 250,INTERMÉDIAIRE,2.0,4,AS7,Z,9.2,6.6,8.0,35,188,7,,,
2016,MERCEDES-BENZ,B 250 4MATIC,INTERMÉDIAIRE,2.0,4,AS7,Z,10.0,7.5,8.9,32,206,6,,,
2016,MERCEDES-BENZ,C 300 4MATIC,COMPACTE,2.0,4,AS7,Z,10.1,7.8,9.0,31,212,6,,,
2016,MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACTE,3.0,6,AS7,Z,11.1,9.6,10.4,27,231,5,,,
2016,MERCEDES-BENZ,CLA 250,COMPACTE,2.0,4,AS7,Z,9.4,6.4,8.1,35,188,7,,,
2016,MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACTE,2.0,4,AS7,Z,9.8,7.1,8.6,33,198,7,,,
2016,MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACTE,2.0,4,AS7,E,13.1,9.8,11.6,24,198,7,,,
2016,MERCEDES-BENZ,CLS 400 4MATIC,COMPACTE,3.0,6,AS7,Z,12.2,8.8,10.7,26,252,5,,,
2016,MERCEDES-BENZ,CLS 550 4MATIC,COMPACTE,4.7,8,AS7,Z,13.7,9.3,11.7,24,277,4,,,
2016,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,INTERMÉDIAIRE,2.1,4,AS7,D,8.6,6.0,7.4,38,200,7,,,
2016,MERCEDES-BENZ,E 300 4MATIC,INTERMÉDIAIRE,3.5,6,AS7,Z,11.9,8.2,10.2,28,240,5,,,
2016,MERCEDES-BENZ,E 400 4MATIC,INTERMÉDIAIRE,3.0,6,AS7,Z,12.0,8.5,10.4,27,244,5,,,
2016,MERCEDES-BENZ,E 400 4MATIC COUPE,SOUS-COMPACTE,3.0,6,AS7,Z,11.8,8.4,10.2,28,239,5,,,
2016,MERCEDES-BENZ,E 400 4MATIC WAGON,FAMILIALE - INTERMÉDIAIRE,3.0,6,AS7,Z,12.4,8.9,10.8,26,253,5,,,
2016,MERCEDES-BENZ,E 400 CABRIOLET,SOUS-COMPACTE,3.0,6,AS7,Z,11.5,8.1,10.0,28,233,5,,,
2016,MERCEDES-BENZ,E 550 4MATIC,INTERMÉDIAIRE,4.7,8,AS7,Z,12.9,9.6,11.4,25,270,5,,,
2016,MERCEDES-BENZ,E 550 CABRIOLET,SOUS-COMPACTE,4.7,8,AS7,Z,13.7,9.2,11.7,24,275,4,,,
2016,MERCEDES-BENZ,E 550 COUPE,SOUS-COMPACTE,4.7,8,AS7,Z,13.4,8.9,11.4,25,268,5,,,
2016,MERCEDES-BENZ,G 550,VUS - ORDINAIRE,5.5,8,AS7,Z,19.0,16.5,17.9,16,401,2,,,
2016,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,D,13.6,10.0,12.0,24,322,3,,,
2016,MERCEDES-BENZ,GL 450 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,Z,15.2,12.6,14.0,20,298,4,,,
2016,MERCEDES-BENZ,GL 550 4MATIC,VUS - ORDINAIRE,4.7,8,AS7,Z,17.5,13.1,15.5,18,365,2,,,
2016,MERCEDES-BENZ,GLA 250 4MATIC,VUS - PETIT,2.0,4,AS7,Z,9.8,7.4,8.7,32,203,6,,,
2016,MERCEDES-BENZ,GLE 350d 4MATIC,VUS - ORDINAIRE,3.0,6,A9,D,10.1,8.0,9.2,31,246,5,,,
2016,MERCEDES-BENZ,GLE 350d 4MATIC COUPE,VUS - ORDINAIRE,3.0,6,A9,D,10.4,8.2,9.4,30,253,5,,,
2016,MERCEDES-BENZ,GLE 400 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,Z,13.3,10.4,12.0,24,282,4,,,
2016,MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,VUS - ORDINAIRE,3.0,6,A9,Z,13.6,10.2,12.0,24,281,4,,,
2016,MERCEDES-BENZ,GLE 550 4MATIC,VUS - ORDINAIRE,4.7,8,AS7,Z,16.2,11.8,14.2,20,335,3,,,
2016,MERCEDES-BENZ,MAYBACH S 600,GRANDE BERLINE,6.0,12,AS7,Z,18.2,11.7,15.3,18,359,2,,,
2016,MERCEDES-BENZ,METRIS CARGO,VÉHICULE À USAGE SPÉCIAL,2.0,4,AS7,Z,10.8,9.5,10.2,28,233,5,,,
2016,MERCEDES-BENZ,METRIS PASSENGER,VÉHICULE À USAGE SPÉCIAL,2.0,4,AS7,Z,11.5,10.2,10.9,26,248,5,,,
2016,MERCEDES-BENZ,S 400 4MATIC SWB,INTERMÉDIAIRE,3.0,6,AS7,Z,12.6,8.6,10.8,26,253,5,,,
2016,MERCEDES-BENZ,S 550 4MATIC SWB,INTERMÉDIAIRE,4.7,8,AS7,Z,14.7,9.1,12.2,23,294,4,,,
2016,MERCEDES-BENZ,S 550 4MATIC LWB,GRANDE BERLINE,4.7,8,AS7,Z,14.8,9.8,12.5,23,287,4,,,
2016,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACTE,4.7,8,AS7,Z,14.4,9.8,12.3,23,289,4,,,
2016,MERCEDES-BENZ,S 600,GRANDE BERLINE,6.0,12,AS7,Z,17.3,11.0,14.5,19,340,3,,,
2016,MERCEDES-BENZ,SL 550,DEUX PLACES,4.7,8,AS7,Z,14.6,9.6,12.3,23,289,4,,,
2016,MERCEDES-BENZ,SLK 300,DEUX PLACES,2.0,4,A9,Z,9.6,7.3,8.5,33,199,7,,,
2016,MERCEDES-BENZ,SLK 350,DEUX PLACES,3.5,6,AS7,Z,11.1,8.1,9.8,29,229,5,,,
2016,MINI,COOPER 3 DOOR,SOUS-COMPACTE,1.5,3,AS6,Z,8.7,6.6,7.7,37,181,7,,,
2016,MINI,COOPER 3 DOOR,SOUS-COMPACTE,1.5,3,M6,Z,8.4,6.0,7.3,39,172,8,,,
2016,MINI,COOPER 5 DOOR,SOUS-COMPACTE,1.5,3,AS6,Z,8.7,6.6,7.7,37,181,7,,,
2016,MINI,COOPER 5 DOOR,SOUS-COMPACTE,1.5,3,M6,Z,8.2,6.0,7.2,39,170,8,,,
2016,MINI,COOPER CLUBMAN,INTERMÉDIAIRE,1.5,3,AS6,Z,9.4,7.0,8.3,34,195,7,,,
2016,MINI,COOPER CLUBMAN,INTERMÉDIAIRE,1.5,3,M6,Z,9.5,6.6,8.2,34,194,7,,,
2016,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.5,3,AS6,Z,8.7,6.6,7.7,37,181,7,,,
2016,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.5,3,M6,Z,8.2,6.0,7.2,39,170,8,,,
2016,MINI,COOPER S 3 DOOR,SOUS-COMPACTE,2.0,4,AS6,Z,9.2,7.0,8.2,34,193,7,,,
2016,MINI,COOPER S 3 DOOR,SOUS-COMPACTE,2.0,4,M6,Z,10.0,7.0,8.7,32,203,6,,,
2016,MINI,COOPER S 5 DOOR,SOUS-COMPACTE,2.0,4,AS6,Z,9.2,7.0,8.2,34,193,7,,,
2016,MINI,COOPER S 5 DOOR,SOUS-COMPACTE,2.0,4,M6,Z,10.0,7.0,8.7,32,203,6,,,
2016,MINI,COOPER S CLUBMAN,INTERMÉDIAIRE,2.0,4,AS6,Z,9.7,7.0,8.5,33,198,7,,,
2016,MINI,COOPER S CLUBMAN,INTERMÉDIAIRE,2.0,4,M6,Z,10.6,7.4,9.2,31,215,6,,,
2016,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,2.0,4,AS6,Z,9.7,7.0,8.5,33,198,7,,,
2016,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,2.0,4,M6,Z,10.0,7.0,8.7,32,203,6,,,
2016,MINI,COOPER S COUNTRYMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,6,,,
2016,MINI,COOPER S COUNTRYMAN ALL4,COMPACTE,1.6,4,M6,Z,9.4,7.6,8.6,33,201,6,,,
2016,MINI,COOPER S PACEMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,6,,,
2016,MINI,COOPER S PACEMAN ALL4,COMPACTE,1.6,4,M6,Z,9.4,7.6,8.6,33,201,6,,,
2016,MINI,JOHN COOPER WORKS,SOUS-COMPACTE,2.0,4,AS6,Z,9.4,7.5,8.5,33,199,7,,,
2016,MINI,JOHN COOPER WORKS,SOUS-COMPACTE,2.0,4,M6,Z,10.4,7.7,9.2,31,214,6,,,
2016,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,6,,,
2016,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACTE,1.6,4,M6,Z,9.4,7.6,8.6,33,201,6,,,
2016,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,6,,,
2016,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACTE,1.6,4,M6,Z,9.4,7.6,8.6,33,201,6,,,
2016,MITSUBISHI,LANCER,COMPACTE,2.0,4,AV6,X,8.6,6.8,7.8,36,181,7,,,
2016,MITSUBISHI,LANCER,COMPACTE,2.0,4,M5,X,9.6,7.0,8.4,34,198,7,,,
2016,MITSUBISHI,LANCER,COMPACTE,2.4,4,AV6,X,9.8,7.6,8.8,32,204,6,,,
2016,MITSUBISHI,LANCER,COMPACTE,2.4,4,M5,X,10.5,7.7,9.2,31,217,6,,,
2016,MITSUBISHI,LANCER 4WD,COMPACTE,2.4,4,AV6,X,10.2,7.8,9.1,31,210,6,,,
2016,MITSUBISHI,LANCER SPORTBACK,FAMILIALE - PETITE,2.0,4,AV6,X,9.2,7.1,8.3,34,191,7,,,
2016,MITSUBISHI,LANCER SPORTBACK,FAMILIALE - PETITE,2.0,4,M5,X,9.9,7.2,8.7,32,203,6,,,
2016,MITSUBISHI,MIRAGE,COMPACTE,1.2,3,AV,X,6.4,5.3,5.9,48,139,9,,,
2016,MITSUBISHI,MIRAGE,COMPACTE,1.2,3,M5,X,7.0,5.6,6.3,45,147,9,,,
2016,MITSUBISHI,OUTLANDER,VUS - PETIT,2.4,4,AV6,X,9.2,7.5,8.4,34,193,7,,,
