ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT*,,,,ÉMISSIONS DE CO2,,,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),,,,
2015,CADILLAC,XTS Vsport AWD,GRANDE BERLINE,3.6,6,AS6,Z,14.8,9.9,12.6,22,290,,,,
2015,CHEVROLET,CAMARO,COMPACTE,3.6,6,AS6,X,13.3,8.8,11.3,25,260,,,,
2015,CHEVROLET,CAMARO,COMPACTE,3.6,6,M6,X,14.0,8.4,11.5,25,265,,,,
2015,CHEVROLET,CAMARO,COMPACTE,6.2,8,AS6,Z,15.3,9.8,12.8,22,294,,,,
2015,CHEVROLET,CAMARO,COMPACTE,6.2,8,M6,Z,15.0,9.9,12.7,22,292,,,,
2015,CHEVROLET,CAMARO 2LS,COMPACTE,3.6,6,AS6,X,12.6,7.9,10.5,27,242,,,,
2015,CHEVROLET,CAMARO Z/28,COMPACTE,6.2,8,M6,Z,18.1,12.3,15.5,18,357,,,,
2015,CHEVROLET,CAMARO ZL1,COMPACTE,6.2,8,AS6,Z,19.9,13.0,16.8,17,386,,,,
2015,CHEVROLET,CAMARO ZL1,COMPACTE,6.2,8,M6,Z,16.6,12.4,14.7,19,338,,,,
2015,CHEVROLET,CITY EXPRESS,VÉHICULE À USAGE SPÉCIAL,2.0,4,AV,X,9.7,9.0,9.4,30,216,,,,
2015,CHEVROLET,COLORADO,CAMIONNETTE - PETITE,2.5,4,A6,X,11.9,8.8,10.5,27,242,,,,
2015,CHEVROLET,COLORADO,CAMIONNETTE - PETITE,2.5,4,M6,X,12.2,9.1,10.8,26,248,,,,
2015,CHEVROLET,COLORADO,CAMIONNETTE - PETITE,3.6,6,A6,X,13.0,9.2,11.3,25,260,,,,
2015,CHEVROLET,COLORADO 4WD,CAMIONNETTE - PETITE,2.5,4,A6,X,12.7,9.5,11.3,25,260,,,,
2015,CHEVROLET,COLORADO 4WD,CAMIONNETTE - PETITE,3.6,6,A6,X,13.5,9.8,11.8,24,271,,,,
2015,CHEVROLET,CORVETTE,DEUX PLACES,6.2,8,AS8,Z,14.6,8.1,11.7,24,269,,,,
2015,CHEVROLET,CORVETTE,DEUX PLACES,6.2,8,M7,Z,13.7,8.2,11.2,25,258,,,,
2015,CHEVROLET,CORVETTE Z06,DEUX PLACES,6.2,8,AS8,Z,17.7,10.2,14.3,20,329,,,,
2015,CHEVROLET,CORVETTE Z06,DEUX PLACES,6.2,8,M7,Z,15.7,10.6,13.4,21,308,,,,
2015,CHEVROLET,CRUZE,INTERMÉDIAIRE,1.4,4,AS6,X,9.1,6.3,7.8,36,179,,,,
2015,CHEVROLET,CRUZE,INTERMÉDIAIRE,1.4,4,M6,X,9.0,6.2,7.8,36,179,,,,
2015,CHEVROLET,CRUZE,INTERMÉDIAIRE,1.8,4,AS6,X,10.5,6.8,8.8,32,202,,,,
2015,CHEVROLET,CRUZE,INTERMÉDIAIRE,1.8,4,M6,X,9.4,6.6,8.1,35,186,,,,
2015,CHEVROLET,CRUZE DIESEL,INTERMÉDIAIRE,2.0,4,AS6,D,8.7,5.1,7.1,40,192,,,,
2015,CHEVROLET,CRUZE ECO,INTERMÉDIAIRE,1.4,4,A6,X,9.0,6.1,7.7,37,177,,,,
2015,CHEVROLET,CRUZE ECO,INTERMÉDIAIRE,1.4,4,M6,X,8.4,5.6,7.1,40,163,,,,
2015,CHEVROLET,EQUINOX,VUS - PETIT,2.4,4,A6,X,10.5,7.3,9.1,31,209,,,,
2015,CHEVROLET,EQUINOX FFV,VUS - PETIT,2.4,4,A6,X,10.5,7.3,9.1,31,209,,,,
2015,CHEVROLET,EQUINOX FFV,VUS - PETIT,2.4,4,A6,E,15.6,10.8,13.4,21,214,,,,
2015,CHEVROLET,EQUINOX,VUS - PETIT,3.6,6,A6,X,14.2,9.5,12.1,23,278,,,,
2015,CHEVROLET,EQUINOX AWD,VUS - PETIT,2.4,4,A6,X,11.5,8.2,10.0,28,230,,,,
2015,CHEVROLET,EQUINOX AWD FFV,VUS - PETIT,2.4,4,A6,X,11.5,8.2,10.0,28,230,,,,
2015,CHEVROLET,EQUINOX AWD FFV,VUS - PETIT,2.4,4,A6,E,16.3,11.6,14.2,20,227,,,,
2015,CHEVROLET,EQUINOX AWD,VUS - PETIT,3.6,6,A6,X,14.8,9.9,12.6,22,290,,,,
2015,CHEVROLET,EXPRESS 2500 PASSENGER,FOURGON - PASSAGER,4.8,8,A6,X,21.0,14.2,18.0,16,414,,,,
2015,CHEVROLET,EXPRESS 2500 PASSENGER,FOURGON - PASSAGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,,,,
2015,CHEVROLET,EXPRESS 2500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,,,,
2015,CHEVROLET,EXPRESS 2500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,E,30.3,20.5,25.9,11,414,,,,
2015,CHEVROLET,EXPRESS 3500 PASSENGER,FOURGON - PASSAGER,4.8,8,A6,X,21.3,14.3,18.1,16,416,,,,
2015,CHEVROLET,EXPRESS 3500 PASSENGER,FOURGON - PASSAGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,,,,
2015,CHEVROLET,EXPRESS 3500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,,,,
2015,CHEVROLET,EXPRESS 3500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,E,30.6,20.6,26.1,11,418,,,,
2015,CHEVROLET,IMPALA,GRANDE BERLINE,2.5,4,AS6,X,10.6,7.5,9.2,31,212,,,,
2015,CHEVROLET,IMPALA,GRANDE BERLINE,3.6,6,AS6,X,12.5,8.2,10.6,27,244,,,,
2015,CHEVROLET,IMPALA,GRANDE BERLINE,3.6,6,AS6,E,17.0,11.5,14.5,19,232,,,,
2015,CHEVROLET,MALIBU,INTERMÉDIAIRE,2.0,4,AS6,Z,11.4,7.9,9.8,29,225,,,,
2015,CHEVROLET,MALIBU,INTERMÉDIAIRE,2.5,4,AS6,X,9.3,6.4,8.0,35,184,,,,
2015,CHEVROLET,SILVERADO,CAMIONNETTE - ORDINAIRE,4.3,6,A6,X,13.4,9.9,11.9,24,274,,,,
2015,CHEVROLET,SILVERADO,CAMIONNETTE - ORDINAIRE,4.3,6,A6,E,19.3,14.3,17.1,17,274,,,,
2015,CHEVROLET,SILVERADO,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,14.6,10.3,12.7,22,292,,,,
2015,CHEVROLET,SILVERADO,CAMIONNETTE - ORDINAIRE,5.3,8,A6,E,19.9,13.8,17.2,16,275,,,,
2015,CHEVROLET,SILVERADO,CAMIONNETTE - ORDINAIRE,6.2,8,A8,Z,16.1,11.4,14.0,20,322,,,,
2015,CHEVROLET,SILVERADO 4WD,CAMIONNETTE - ORDINAIRE,4.3,6,A6,X,14.1,10.6,12.5,23,288,,,,
2015,CHEVROLET,SILVERADO 4WD,CAMIONNETTE - ORDINAIRE,4.3,6,A6,E,20.3,15.2,18.0,16,288,,,,
2015,CHEVROLET,SILVERADO 4WD,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,14.9,10.7,13.0,22,299,,,,
2015,CHEVROLET,SILVERADO 4WD,CAMIONNETTE - ORDINAIRE,5.3,8,A6,E,20.2,14.3,17.5,16,280,,,,
2015,CHEVROLET,SILVERADO 4WD,CAMIONNETTE - ORDINAIRE,6.2,8,A8,Z,16.3,11.6,14.2,20,327,,,,
2015,CHEVROLET,SONIC,COMPACTE,1.4,4,AS6,X,9.0,6.8,8.0,35,184,,,,
2015,CHEVROLET,SONIC,COMPACTE,1.4,4,M6,X,8.5,6.2,7.5,38,173,,,,
2015,CHEVROLET,SONIC,COMPACTE,1.8,4,AS6,X,9.6,6.7,8.3,34,191,,,,
2015,CHEVROLET,SONIC,COMPACTE,1.8,4,M5,X,9.0,6.8,8.0,35,184,,,,
2015,CHEVROLET,SONIC RS,COMPACTE,1.4,4,AS6,X,9.4,7.0,8.3,34,191,,,,
2015,CHEVROLET,SONIC RS,COMPACTE,1.4,4,M6,X,8.9,6.9,8.0,35,184,,,,
2015,CHEVROLET,SONIC 5,INTERMÉDIAIRE,1.4,4,AS6,X,9.0,6.8,8.0,35,184,,,,
2015,CHEVROLET,SONIC 5,INTERMÉDIAIRE,1.4,4,M6,X,8.5,6.2,7.5,38,173,,,,
2015,CHEVROLET,SONIC 5,INTERMÉDIAIRE,1.8,4,AS6,X,9.6,6.7,8.3,34,191,,,,
2015,CHEVROLET,SONIC 5,INTERMÉDIAIRE,1.8,4,M5,X,9.0,6.8,8.0,35,184,,,,
2015,CHEVROLET,SONIC 5 RS,INTERMÉDIAIRE,1.4,4,AS6,X,9.4,7.0,8.3,34,191,,,,
2015,CHEVROLET,SONIC 5 RS,INTERMÉDIAIRE,1.4,4,M6,X,8.9,6.9,8.0,35,184,,,,
2015,CHEVROLET,SPARK,SOUS-COMPACTE,1.2,4,AV,X,7.7,6.1,7.0,40,161,,,,
2015,CHEVROLET,SPARK,SOUS-COMPACTE,1.2,4,M5,X,7.5,6.0,6.8,42,156,,,,
2015,CHEVROLET,SUBURBAN,VUS - ORDINAIRE,5.3,8,A6,X,14.9,10.1,12.7,22,292,,,,
2015,CHEVROLET,SUBURBAN,VUS - ORDINAIRE,5.3,8,A6,E,20.2,13.6,17.2,16,275,,,,
2015,CHEVROLET,SUBURBAN 4WD,VUS - ORDINAIRE,5.3,8,A6,X,15.4,10.8,13.3,21,306,,,,
2015,CHEVROLET,SUBURBAN 4WD,VUS - ORDINAIRE,5.3,8,A6,E,22.1,15.4,19.1,15,306,,,,
2015,CHEVROLET,TAHOE,VUS - ORDINAIRE,5.3,8,A6,X,14.9,10.1,12.7,22,292,,,,
2015,CHEVROLET,TAHOE,VUS - ORDINAIRE,5.3,8,A6,E,20.2,13.6,17.2,16,275,,,,
2015,CHEVROLET,TAHOE 4WD,VUS - ORDINAIRE,5.3,8,A6,X,15.1,10.4,13.0,22,299,,,,
2015,CHEVROLET,TAHOE 4WD,VUS - ORDINAIRE,5.3,8,A6,E,20.5,14.0,17.6,16,282,,,,
2015,CHEVROLET,TRAVERSE,VUS - ORDINAIRE,3.6,6,A6,X,14.2,9.9,12.3,23,283,,,,
2015,CHEVROLET,TRAVERSE AWD,VUS - ORDINAIRE,3.6,6,A6,X,14.6,10.2,12.6,22,290,,,,
2015,CHEVROLET,TRAX,VUS - PETIT,1.4,4,AS6,X,9.2,7.0,8.2,34,189,,,,
2015,CHEVROLET,TRAX,VUS - PETIT,1.4,4,M6,X,9.1,6.9,8.1,35,186,,,,
2015,CHEVROLET,TRAX AWD,VUS - PETIT,1.4,4,AS6,X,9.7,7.6,8.7,32,200,,,,
2015,CHRYSLER,200,INTERMÉDIAIRE,2.4,4,A9,X,10.2,6.4,8.5,33,196,,,,
2015,CHRYSLER,200 FFV,INTERMÉDIAIRE,2.4,4,A9,X,10.2,6.4,8.5,33,196,,,,
2015,CHRYSLER,200 FFV,INTERMÉDIAIRE,2.4,4,A9,E,13.6,8.5,11.3,25,181,,,,
2015,CHRYSLER,200,INTERMÉDIAIRE,3.6,6,A9,X,12.4,7.5,10.2,28,235,,,,
2015,CHRYSLER,200 FFV,INTERMÉDIAIRE,3.6,6,A9,X,12.4,7.5,10.2,28,235,,,,
2015,CHRYSLER,200 FFV,INTERMÉDIAIRE,3.6,6,A9,E,16.5,10.1,13.6,21,218,,,,
2015,CHRYSLER,200 AWD,INTERMÉDIAIRE,3.6,6,A9,X,12.8,8.1,10.7,26,246,,,,
2015,CHRYSLER,200 AWD FFV,INTERMÉDIAIRE,3.6,6,A9,X,12.8,8.1,10.7,26,246,,,,
2015,CHRYSLER,200 AWD FFV,INTERMÉDIAIRE,3.6,6,A9,E,16.9,10.8,14.1,20,226,,,,
2015,CHRYSLER,300,GRANDE BERLINE,3.6,6,A8,X,12.4,7.7,10.3,27,237,,,,
2015,CHRYSLER,300 FFV,GRANDE BERLINE,3.6,6,A8,X,12.4,7.7,10.3,27,237,,,,
2015,CHRYSLER,300 FFV,GRANDE BERLINE,3.6,6,A8,E,16.8,10.3,13.9,20,222,,,,
2015,CHRYSLER,300 (MDS),GRANDE BERLINE,5.7,8,A8,X,14.8,9.3,12.3,23,283,,,,
2015,CHRYSLER,300 AWD,GRANDE BERLINE,3.6,6,A8,X,12.8,8.6,10.9,26,251,,,,
2015,CHRYSLER,300 AWD FFV,GRANDE BERLINE,3.6,6,A8,X,12.8,8.6,10.9,26,251,,,,
2015,CHRYSLER,300 AWD FFV,GRANDE BERLINE,3.6,6,A8,E,17.3,11.7,14.8,19,237,,,,
2015,CHRYSLER,TOWN & COUNTRY FFV,FOURGONNETTE,3.6,6,A6,X,14.1,9.5,12.0,24,276,,,,
2015,CHRYSLER,TOWN & COUNTRY FFV,FOURGONNETTE,3.6,6,A6,E,19.7,13.3,16.8,17,269,,,,
2015,DODGE,CHALLENGER,INTERMÉDIAIRE,3.6,6,A8,X,12.4,7.8,10.3,27,237,,,,
2015,DODGE,CHALLENGER,INTERMÉDIAIRE,5.7,8,M6,X,15.6,10.0,13.1,22,301,,,,
2015,DODGE,CHALLENGER,INTERMÉDIAIRE,6.4,8,M6,Z,16.8,10.4,13.9,20,320,,,,
2015,DODGE,CHALLENGER (MDS),INTERMÉDIAIRE,5.7,8,A8,X,14.8,9.3,12.3,23,283,,,,
2015,DODGE,CHALLENGER (MDS),INTERMÉDIAIRE,6.4,8,A8,Z,15.7,9.5,12.9,22,297,,,,
2015,DODGE,CHALLENGER SRT,INTERMÉDIAIRE,6.4,8,M6,Z,16.8,10.4,13.9,20,320,,,,
2015,DODGE,CHALLENGER SRT (MDS),INTERMÉDIAIRE,6.4,8,A8,Z,15.7,9.5,12.9,22,297,,,,
2015,DODGE,CHALLENGER SRT HELLCAT,INTERMÉDIAIRE,6.2,8,A8,Z,18.0,10.7,14.7,19,338,,,,
2015,DODGE,CHALLENGER SRT HELLCAT,INTERMÉDIAIRE,6.2,8,M6,Z,18.1,11.4,15.1,19,347,,,,
2015,DODGE,CHARGER,GRANDE BERLINE,3.6,6,A5,X,13.7,8.9,11.5,25,264,,,,
2015,DODGE,CHARGER FFV,GRANDE BERLINE,3.6,6,A5,X,13.7,8.9,11.5,25,264,,,,
2015,DODGE,CHARGER FFV,GRANDE BERLINE,3.6,6,A5,E,18.7,12.4,15.9,18,254,,,,
2015,DODGE,CHARGER,GRANDE BERLINE,3.6,6,A8,X,12.4,7.7,10.3,27,237,,,,
2015,DODGE,CHARGER FFV,GRANDE BERLINE,3.6,6,A8,X,12.4,7.7,10.3,27,237,,,,
2015,DODGE,CHARGER FFV,GRANDE BERLINE,3.6,6,A8,E,16.8,10.3,13.9,20,222,,,,
2015,DODGE,CHARGER (MDS),GRANDE BERLINE,5.7,8,A5,X,15.7,9.6,12.9,22,297,,,,
2015,DODGE,CHARGER (MDS),GRANDE BERLINE,5.7,8,A8,X,14.8,9.3,12.3,23,283,,,,
2015,DODGE,CHARGER AWD,GRANDE BERLINE,3.6,6,A8,X,12.8,8.6,10.9,26,251,,,,
2015,DODGE,CHARGER AWD FFV,GRANDE BERLINE,3.6,6,A8,X,12.8,8.6,10.9,26,251,,,,
2015,DODGE,CHARGER AWD FFV,GRANDE BERLINE,3.6,6,A8,E,17.3,11.7,14.8,19,237,,,,
2015,DODGE,CHARGER AWD (MDS),GRANDE BERLINE,5.7,8,A5,X,16.1,10.0,13.4,21,308,,,,
2015,DODGE,CHARGER SRT 392 HEMI,GRANDE BERLINE,6.4,8,A8,Z,15.7,9.5,12.9,22,297,,,,
2015,DODGE,CHARGER SRT HELLCAT,GRANDE BERLINE,6.2,8,A8,Z,18.0,10.7,14.7,19,338,,,,
2015,DODGE,DART,INTERMÉDIAIRE,2.0,4,M6,X,9.4,6.5,8.1,35,186,,,,
2015,DODGE,DART FFV,INTERMÉDIAIRE,2.0,4,A6,X,9.9,7.0,8.6,33,198,,,,
2015,DODGE,DART FFV,INTERMÉDIAIRE,2.0,4,A6,E,13.3,9.3,11.5,25,184,,,,
2015,DODGE,DART,INTERMÉDIAIRE,2.4,4,A6,X,10.1,6.8,8.6,33,198,,,,
2015,DODGE,DART,INTERMÉDIAIRE,2.4,4,M6,X,10.5,6.7,8.8,32,202,,,,
2015,DODGE,DART GT,INTERMÉDIAIRE,2.4,4,A6,X,10.6,7.5,9.2,31,212,,,,
2015,DODGE,DART GT,INTERMÉDIAIRE,2.4,4,M6,X,10.2,7.0,8.8,32,202,,,,
2015,DODGE,DART TURBO AERO,INTERMÉDIAIRE,1.4,4,AM6,X,8.4,5.9,7.3,39,168,,,,
2015,DODGE,DART TURBO AERO,INTERMÉDIAIRE,1.4,4,M6,X,8.5,5.8,7.3,39,168,,,,
2015,DODGE,DURANGO AWD FFV,VUS - ORDINAIRE,3.6,6,A8,X,13.9,9.8,12.1,23,278,,,,
2015,DODGE,DURANGO AWD FFV,VUS - ORDINAIRE,3.6,6,A8,E,17.7,13.0,15.6,18,250,,,,
2015,DODGE,DURANGO AWD (MDS),VUS - ORDINAIRE,5.7,8,A8,X,17.3,11.5,14.7,19,338,,,,
2015,DODGE,GRAND CARAVAN FFV,FOURGONNETTE,3.6,6,A6,X,13.7,9.4,11.8,24,271,,,,
2015,DODGE,GRAND CARAVAN FFV,FOURGONNETTE,3.6,6,A6,E,19.2,13.1,16.4,17,262,,,,
2015,DODGE,JOURNEY,VUS - PETIT,2.4,4,A4,X,12.7,9.1,11.1,25,255,,,,
2015,DODGE,JOURNEY FFV,VUS - PETIT,3.6,6,A6,X,14.2,9.4,12.1,23,278,,,,
2015,DODGE,JOURNEY FFV,VUS - PETIT,3.6,6,A6,E,18.9,12.9,16.2,17,259,,,,
2015,DODGE,JOURNEY AWD,VUS - PETIT,3.6,6,A6,X,14.5,9.9,12.4,23,285,,,,
2015,DODGE,VIPER SRT COUPE,DEUX PLACES,8.4,10,M6,Z,19.4,11.3,15.8,18,363,,,,
2015,FIAT,500 CABRIO,MINICOMPACTE,1.4,4,A6,X,8.7,6.9,7.9,36,182,,,,
2015,FIAT,500 CABRIO,MINICOMPACTE,1.4,4,M5,X,7.9,6.3,7.2,39,166,,,,
2015,FIAT,500 HATCHBACK,MINICOMPACTE,1.4,4,A6,X,8.7,6.9,7.9,36,182,,,,
2015,FIAT,500 HATCHBACK,MINICOMPACTE,1.4,4,M5,X,7.6,5.9,6.8,42,156,,,,
2015,FIAT,500 HATCHBACK TURBO,MINICOMPACTE,1.4,4,A6,X,9.6,7.3,8.6,33,198,,,,
2015,FIAT,500 HATCHBACK TURBO,MINICOMPACTE,1.4,4,M5,X,8.5,6.9,7.8,36,179,,,,
2015,FIAT,500 ABARTH CABRIO,MINICOMPACTE,1.4,4,A6,X,9.6,7.3,8.6,33,198,,,,
2015,FIAT,500 ABARTH CABRIO,MINICOMPACTE,1.4,4,M5,X,8.5,6.9,7.8,36,179,,,,
2015,FIAT,500 ABARTH HATCHBACK,MINICOMPACTE,1.4,4,A6,X,9.6,7.3,8.6,33,198,,,,
2015,FIAT,500 ABARTH HATCHBACK,MINICOMPACTE,1.4,4,M5,X,8.5,6.9,7.8,36,179,,,,
2015,FIAT,500L,FAMILIALE - PETITE,1.4,4,A6,X,10.6,7.8,9.4,30,216,,,,
2015,FIAT,500L,FAMILIALE - PETITE,1.4,4,AM6,X,9.9,7.2,8.7,32,200,,,,
2015,FIAT,500L,FAMILIALE - PETITE,1.4,4,M6,X,9.3,7.1,8.3,34,191,,,,
2015,FORD,C-MAX HYBRID,GRANDE BERLINE,2.0,4,AV,X,5.6,6.4,6.0,47,138,,,,
2015,FORD,EDGE,VUS - PETIT,2.0,4,AS6,X,11.5,7.8,9.8,29,225,,,,
2015,FORD,EDGE (Start/Stop),VUS - PETIT,2.0,4,AS6,X,11.3,7.9,9.8,29,225,,,,
2015,FORD,EDGE,VUS - PETIT,3.5,6,AS6,X,13.2,9.0,11.3,25,260,,,,
2015,FORD,EDGE AWD,VUS - PETIT,2.0,4,AS6,X,11.8,8.4,10.3,27,237,,,,
2015,FORD,EDGE AWD,VUS - PETIT,3.5,6,AS6,X,13.7,9.6,11.8,24,271,,,,
2015,FORD,EDGE SPORT AWD,VUS - PETIT,2.7,6,AS6,X,13.6,9.8,11.9,24,274,,,,
2015,FORD,ESCAPE,VUS - PETIT,1.6,4,AS6,X,10.4,7.4,9.0,31,207,,,,
2015,FORD,ESCAPE,VUS - PETIT,2.0,4,AS6,X,10.9,8.0,9.6,29,221,,,,
2015,FORD,ESCAPE,VUS - PETIT,2.5,4,AS6,X,10.9,7.6,9.5,30,218,,,,
2015,FORD,ESCAPE AWD,VUS - PETIT,1.6,4,AS6,X,10.6,8.0,9.4,30,216,,,,
2015,FORD,ESCAPE AWD,VUS - PETIT,2.0,4,AS6,X,11.4,8.4,10.1,28,232,,,,
2015,FORD,EXPEDITION 4X4,VUS - ORDINAIRE,3.5,6,AS6,X,16.2,11.8,14.2,20,327,,,,
2015,FORD,EXPEDITION MAX 4X4,VUS - ORDINAIRE,3.5,6,AS6,X,16.4,12.0,14.4,20,331,,,,
2015,FORD,EXPLORER,VUS - ORDINAIRE,2.0,4,A6,X,11.9,8.5,10.4,27,239,,,,
2015,FORD,EXPLORER FFV,VUS - ORDINAIRE,3.5,6,AS6,X,13.7,9.7,11.9,24,274,,,,
2015,FORD,EXPLORER FFV,VUS - ORDINAIRE,3.5,6,AS6,E,18.6,13.0,16.1,18,258,,,,
2015,FORD,EXPLORER AWD (EcoBoost),VUS - ORDINAIRE,3.5,6,AS6,X,14.9,10.7,13.0,22,299,,,,
2015,FORD,EXPLORER FFV AWD,VUS - ORDINAIRE,3.5,6,AS6,X,14.2,10.3,12.5,23,288,,,,
2015,FORD,EXPLORER FFV AWD,VUS - ORDINAIRE,3.5,6,AS6,E,19.2,14.1,16.9,17,270,,,,
2015,FORD,F-150,CAMIONNETTE - ORDINAIRE,2.7,6,AS6,X,12.2,9.2,10.8,26,248,,,,
2015,FORD,F-150,CAMIONNETTE - ORDINAIRE,3.5,6,AS6,X,13.7,9.9,12.0,24,276,,,,
2015,FORD,F-150 FFV,CAMIONNETTE - ORDINAIRE,3.5,6,A6,X,13.2,9.6,11.5,25,264,,,,
2015,FORD,F-150 FFV,CAMIONNETTE - ORDINAIRE,3.5,6,A6,E,17.9,13.0,15.7,18,251,,,,
2015,FORD,F-150 FFV,CAMIONNETTE - ORDINAIRE,5.0,8,AS6,X,15.5,10.6,13.3,21,306,,,,
2015,FORD,F-150 FFV,CAMIONNETTE - ORDINAIRE,5.0,8,AS6,E,20.7,14.3,17.9,16,286,,,,
2015,FORD,F-150 4X4,CAMIONNETTE - ORDINAIRE,2.7,6,AS6,X,13.3,10.4,12.0,24,276,,,,
2015,FORD,F-150 4X4,CAMIONNETTE - ORDINAIRE,3.5,6,AS6,X,14.2,10.4,12.5,23,288,,,,
2015,FORD,F-150 FFV 4X4,CAMIONNETTE - ORDINAIRE,3.5,6,A6,X,13.9,10.5,12.4,23,285,,,,
2015,FORD,F-150 FFV 4X4,CAMIONNETTE - ORDINAIRE,3.5,6,A6,E,18.9,14.2,16.8,17,269,,,,
2015,FORD,F-150 FFV 4X4,CAMIONNETTE - ORDINAIRE,5.0,8,AS6,X,16.0,11.3,13.9,20,320,,,,
2015,FORD,F-150 FFV 4X4,CAMIONNETTE - ORDINAIRE,5.0,8,AS6,E,21.7,15.1,18.7,15,299,,,,
2015,FORD,FIESTA,SOUS-COMPACTE,1.6,4,AS6,X,8.7,6.4,7.6,37,175,,,,
2015,FORD,FIESTA,SOUS-COMPACTE,1.6,4,M5,X,8.5,6.5,7.6,37,175,,,,
2015,FORD,FIESTA SFE,SOUS-COMPACTE,1.0,3,M5,X,7.5,5.5,6.6,43,152,,,,
2015,FORD,FIESTA SFE,SOUS-COMPACTE,1.6,4,AS6,X,8.4,6.2,7.4,38,170,,,,
2015,FORD,FIESTA ST,SOUS-COMPACTE,1.6,4,M6,X,8.9,6.8,8.0,35,184,,,,
2015,FORD,FLEX,VUS - ORDINAIRE,3.5,6,AS6,X,13.3,9.5,11.6,24,267,,,,
2015,FORD,FLEX AWD,VUS - ORDINAIRE,3.5,6,AS6,X,13.7,10.1,12.1,23,278,,,,
2015,FORD,FLEX AWD (EcoBoost),VUS - ORDINAIRE,3.5,6,AS6,X,14.6,10.4,12.8,22,294,,,,
2015,FORD,FOCUS,COMPACTE,1.0,3,M6,X,8.1,5.9,7.1,40,163,,,,
2015,FORD,FOCUS,COMPACTE,2.0,4,M6,X,10.2,7.3,8.9,32,205,,,,
2015,FORD,FOCUS FFV,COMPACTE,2.0,4,AM6,X,8.9,6.2,7.7,37,177,,,,
2015,FORD,FOCUS FFV,COMPACTE,2.0,4,AM6,E,11.9,8.5,10.4,27,166,,,,
2015,FORD,FOCUS FFV,COMPACTE,2.0,4,AS6,X,9.1,6.3,7.8,36,179,,,,
2015,FORD,FOCUS FFV,COMPACTE,2.0,4,AS6,E,12.2,8.6,10.6,27,170,,,,
2015,FORD,FOCUS FFV,COMPACTE,2.0,4,M5,X,9.3,6.7,8.1,35,186,,,,
2015,FORD,FOCUS FFV,COMPACTE,2.0,4,M5,E,12.4,9.1,10.9,26,174,,,,
2015,FORD,FUSION,INTERMÉDIAIRE,1.5,4,AS6,X,9.9,6.5,8.4,34,193,,,,
2015,FORD,FUSION (Start/Stop),INTERMÉDIAIRE,1.5,4,AS6,X,9.4,6.3,8.0,35,184,,,,
2015,FORD,FUSION,INTERMÉDIAIRE,2.0,4,AS6,X,10.5,7.0,8.9,32,205,,,,
2015,FORD,FUSION,INTERMÉDIAIRE,2.5,4,AS6,X,10.6,7.0,8.9,32,205,,,,
2015,FORD,FUSION AWD,INTERMÉDIAIRE,2.0,4,AS6,X,10.8,7.5,9.3,30,214,,,,
2015,FORD,FUSION HYBRID,INTERMÉDIAIRE,2.0,4,AV,X,5.4,5.8,5.5,51,126,,,,
2015,FORD,MUSTANG,SOUS-COMPACTE,2.3,4,AS6,X,11.0,7.4,9.4,30,216,,,,
2015,FORD,MUSTANG,SOUS-COMPACTE,2.3,4,M6,X,10.6,7.5,9.2,31,212,,,,
2015,FORD,MUSTANG,SOUS-COMPACTE,3.7,6,AS6,X,12.6,8.5,10.7,26,246,,,,
2015,FORD,MUSTANG,SOUS-COMPACTE,3.7,6,M6,X,13.5,8.3,11.2,25,258,,,,
2015,FORD,MUSTANG,SOUS-COMPACTE,5.0,8,AS6,X,14.9,9.5,12.4,23,285,,,,
2015,FORD,MUSTANG,SOUS-COMPACTE,5.0,8,M6,X,15.2,9.3,12.5,23,288,,,,
2015,FORD,MUSTANG CONVERTIBLE,SOUS-COMPACTE,2.3,4,AS6,X,11.6,7.9,9.9,29,228,,,,
2015,FORD,MUSTANG CONVERTIBLE,SOUS-COMPACTE,5.0,8,AS6,X,15.4,10.0,13.0,22,299,,,,
2015,FORD,T-150 WAGON,FOURGON - PASSAGER,3.5,6,AS6,X,16.6,12.5,14.7,19,338,,,,
2015,FORD,T-150 WAGON FFV,FOURGON - PASSAGER,3.7,6,AS6,X,16.6,12.6,14.8,19,340,,,,
2015,FORD,T-150 WAGON FFV,FOURGON - PASSAGER,3.7,6,AS6,E,22.1,16.7,19.7,14,315,,,,
2015,FORD,TAURUS,GRANDE BERLINE,2.0,4,AS6,X,10.5,7.4,9.1,31,209,,,,
2015,FORD,TAURUS AWD,GRANDE BERLINE,3.5,6,AS6,X,13.9,9.5,11.9,24,274,,,,
