ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT*,,,,ÉMISSIONS DE CO2,,,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),,,,
2015,FORD,TAURUS FFV,GRANDE BERLINE,3.5,6,AS6,X,12.2,8.2,10.4,27,239,,,,
2015,FORD,TAURUS FFV,GRANDE BERLINE,3.5,6,AS6,E,17.4,11.3,14.7,19,235,,,,
2015,FORD,TAURUS FFV AWD,GRANDE BERLINE,3.5,6,AS6,X,13.0,9.1,11.3,25,260,,,,
2015,FORD,TAURUS FFV AWD,GRANDE BERLINE,3.5,6,AS6,E,18.8,12.6,16.0,18,256,,,,
2015,FORD,TRANSIT CONNECT VAN,VÉHICULE À USAGE SPÉCIAL,1.6,4,AS6,X,10.6,7.9,9.4,30,216,,,,
2015,FORD,TRANSIT CONNECT VAN,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,11.3,8.2,9.9,29,228,,,,
2015,FORD,TRANSIT CONNECT WAGON,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,11.7,8.4,10.2,28,235,,,,
2015,FORD,TRANSIT CONNECT WAGON TAXI,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,12.0,8.5,10.4,27,239,,,,
2015,GMC,ACADIA,VUS - ORDINAIRE,3.6,6,A6,X,14.2,9.9,12.3,23,283,,,,
2015,GMC,ACADIA AWD,VUS - ORDINAIRE,3.6,6,A6,X,14.6,10.2,12.6,22,290,,,,
2015,GMC,CANYON,CAMIONNETTE - PETITE,2.5,4,A6,X,11.9,8.8,10.5,27,242,,,,
2015,GMC,CANYON,CAMIONNETTE - PETITE,2.5,4,M6,X,12.2,9.1,10.8,26,248,,,,
2015,GMC,CANYON,CAMIONNETTE - PETITE,3.6,6,A6,X,13.0,9.2,11.3,25,260,,,,
2015,GMC,CANYON 4WD,CAMIONNETTE - PETITE,2.5,4,A6,X,12.7,9.5,11.3,25,260,,,,
2015,GMC,CANYON 4WD,CAMIONNETTE - PETITE,3.6,6,A6,X,13.5,9.8,11.8,24,271,,,,
2015,GMC,SAVANA 2500 PASSENGER,FOURGON - PASSAGER,4.8,8,A6,X,21.0,14.2,18.0,16,414,,,,
2015,GMC,SAVANA 2500 PASSENGER,FOURGON - PASSAGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,,,,
2015,GMC,SAVANA 2500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,,,,
2015,GMC,SAVANA 2500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,E,30.3,20.5,25.9,11,414,,,,
2015,GMC,SAVANA 3500 PASSENGER,FOURGON - PASSAGER,4.8,8,A6,X,21.3,14.3,18.1,16,416,,,,
2015,GMC,SAVANA 3500 PASSENGER,FOURGON - PASSAGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,,,,
2015,GMC,SAVANA 3500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,,,,
2015,GMC,SAVANA 3500 PASSENGER FFV,FOURGON - PASSAGER,6.0,8,A6,E,30.6,20.6,26.1,11,418,,,,
2015,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,4.3,6,A6,X,13.4,9.9,11.9,24,274,,,,
2015,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,4.3,6,A6,E,19.3,14.3,17.1,17,274,,,,
2015,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,14.6,10.3,12.7,22,292,,,,
2015,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,5.3,8,A6,E,19.9,13.8,17.2,16,275,,,,
2015,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,6.2,8,A8,Z,16.1,11.4,14.0,20,322,,,,
2015,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,4.3,6,A6,X,14.1,10.6,12.5,23,288,,,,
2015,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,4.3,6,A6,E,20.3,15.2,18.0,16,288,,,,
2015,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,14.9,10.7,13.0,22,299,,,,
2015,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,5.3,8,A6,E,20.2,14.3,17.5,16,280,,,,
2015,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,6.2,8,A8,Z,16.3,11.6,14.2,20,327,,,,
2015,GMC,TERRAIN,VUS - PETIT,2.4,4,A6,X,10.5,7.3,9.1,31,209,,,,
2015,GMC,TERRAIN FFV,VUS - PETIT,2.4,4,A6,X,10.5,7.3,9.1,31,209,,,,
2015,GMC,TERRAIN FFV,VUS - PETIT,2.4,4,A6,E,15.6,10.8,13.4,21,214,,,,
2015,GMC,TERRAIN,VUS - PETIT,3.6,6,A6,X,14.2,9.5,12.1,23,278,,,,
2015,GMC,TERRAIN AWD,VUS - PETIT,2.4,4,A6,X,11.5,8.2,10.0,28,230,,,,
2015,GMC,TERRAIN AWD,VUS - PETIT,3.6,6,A6,X,14.8,9.9,12.6,22,290,,,,
2015,GMC,YUKON,VUS - ORDINAIRE,5.3,8,A6,X,14.9,10.1,12.7,22,292,,,,
2015,GMC,YUKON,VUS - ORDINAIRE,5.3,8,A6,E,20.2,13.6,17.2,16,275,,,,
2015,GMC,YUKON 4WD,VUS - ORDINAIRE,5.3,8,A6,X,15.1,10.4,13.0,22,299,,,,
2015,GMC,YUKON 4WD,VUS - ORDINAIRE,5.3,8,A6,E,20.5,14.0,17.6,16,282,,,,
2015,GMC,YUKON DENALI 4WD,VUS - ORDINAIRE,6.2,8,A6,Z,16.2,11.4,14.0,20,322,,,,
2015,GMC,YUKON DENALI 4WD,VUS - ORDINAIRE,6.2,8,A8,Z,15.9,11.1,13.8,20,317,,,,
2015,GMC,YUKON XL,VUS - ORDINAIRE,5.3,8,A6,X,14.9,10.1,12.7,22,292,,,,
2015,GMC,YUKON XL,VUS - ORDINAIRE,5.3,8,A6,E,20.2,13.6,17.2,16,275,,,,
2015,GMC,YUKON XL 4WD,VUS - ORDINAIRE,5.3,8,A6,X,15.4,10.8,13.3,21,306,,,,
2015,GMC,YUKON XL 4WD,VUS - ORDINAIRE,5.3,8,A6,E,22.1,15.4,19.1,15,306,,,,
2015,GMC,YUKON XL DENALI 4WD,VUS - ORDINAIRE,6.2,8,A6,Z,16.8,11.7,14.5,19,334,,,,
2015,GMC,YUKON XL DENALI 4WD,VUS - ORDINAIRE,6.2,8,A8,Z,16.4,11.7,14.3,20,329,,,,
2015,HONDA,ACCORD,INTERMÉDIAIRE,2.4,4,AV,X,8.8,6.5,7.8,36,179,,,,
2015,HONDA,ACCORD,INTERMÉDIAIRE,2.4,4,AV7,X,9.0,6.7,8.0,35,184,,,,
2015,HONDA,ACCORD,INTERMÉDIAIRE,2.4,4,M6,X,10.1,6.9,8.7,32,200,,,,
2015,HONDA,ACCORD,INTERMÉDIAIRE,3.5,6,A6,X,11.0,6.8,9.1,31,209,,,,
2015,HONDA,ACCORD,INTERMÉDIAIRE,3.5,6,AS6,X,11.4,7.3,9.5,30,219,,,,
2015,HONDA,ACCORD,INTERMÉDIAIRE,3.5,6,M6,X,13.0,8.4,10.9,26,251,,,,
2015,HONDA,ACCORD HYBRID,INTERMÉDIAIRE,2.0,4,AV,X,4.7,5.3,5.0,56,115,,,,
2015,HONDA,CIVIC,COMPACTE,1.8,4,AV,X,7.9,6.1,7.1,40,163,,,,
2015,HONDA,CIVIC,COMPACTE,1.8,4,AV7,X,8.1,6.2,7.2,39,166,,,,
2015,HONDA,CIVIC,COMPACTE,1.8,4,M5,X,8.6,6.6,7.7,37,177,,,,
2015,HONDA,CIVIC Si,COMPACTE,2.4,4,M6,Z,10.8,7.6,9.4,30,216,,,,
2015,HONDA,CIVIC HYBRID,COMPACTE,1.5,4,AV,X,5.3,5.0,5.2,54,120,,,,
2015,HONDA,CR-V,VUS - PETIT,2.4,4,AV,X,8.6,6.9,7.8,36,179,,,,
2015,HONDA,CR-V AWD,VUS - PETIT,2.4,4,AV,X,9.1,7.2,8.3,34,191,,,,
2015,HONDA,CR-Z,DEUX PLACES,1.5,4,AV7,X,6.6,6.0,6.3,45,145,,,,
2015,HONDA,CR-Z,DEUX PLACES,1.5,4,M6,X,7.6,6.1,6.9,41,159,,,,
2015,HONDA,FIT,FAMILIALE - PETITE,1.5,4,AV,X,7.0,5.7,6.4,44,147,,,,
2015,HONDA,FIT,FAMILIALE - PETITE,1.5,4,AV7,X,7.3,6.1,6.8,42,156,,,,
2015,HONDA,FIT,FAMILIALE - PETITE,1.5,4,M6,X,8.1,6.4,7.3,39,168,,,,
2015,HONDA,ODYSSEY,FOURGONNETTE,3.5,6,A6,X,12.3,8.5,10.6,27,244,,,,
2015,HONDA,PILOT,VUS - PETIT,3.5,6,A5,X,13.3,9.3,11.5,25,264,,,,
2015,HONDA,PILOT 4WD,VUS - PETIT,3.5,6,A5,X,13.8,9.7,12.0,24,276,,,,
2015,HYUNDAI,ACCENT,COMPACTE,1.6,4,AS6,X,8.9,6.3,7.7,37,177,,,,
2015,HYUNDAI,ACCENT,COMPACTE,1.6,4,M6,X,8.7,6.3,7.6,37,175,,,,
2015,HYUNDAI,ELANTRA,INTERMÉDIAIRE,1.8,4,AS6,X,8.5,6.3,7.5,38,172,,,,
2015,HYUNDAI,ELANTRA,INTERMÉDIAIRE,1.8,4,M6,X,8.8,6.4,7.7,37,177,,,,
2015,HYUNDAI,ELANTRA,INTERMÉDIAIRE,2.0,4,AS6,X,9.7,6.7,8.3,34,191,,,,
2015,HYUNDAI,ELANTRA,INTERMÉDIAIRE,2.0,4,M6,X,9.8,7.0,8.5,33,196,,,,
2015,HYUNDAI,ELANTRA COUPE,INTERMÉDIAIRE,2.0,4,AS6,X,9.6,6.8,8.3,34,191,,,,
2015,HYUNDAI,ELANTRA COUPE,INTERMÉDIAIRE,2.0,4,M6,X,9.7,6.7,8.3,34,191,,,,
2015,HYUNDAI,ELANTRA GT,INTERMÉDIAIRE,2.0,4,AS6,X,9.7,7.2,8.6,33,198,,,,
2015,HYUNDAI,ELANTRA GT,INTERMÉDIAIRE,2.0,4,M6,X,9.8,6.9,8.5,33,196,,,,
2015,HYUNDAI,EQUUS,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,HYUNDAI,GENESIS AWD,GRANDE BERLINE,3.8,6,AS8,X,14.4,9.4,12.1,23,278,,,,
2015,HYUNDAI,GENESIS AWD,GRANDE BERLINE,5.0,8,AS8,Z,17.3,10.5,14.2,20,327,,,,
2015,HYUNDAI,GENESIS COUPE,SOUS-COMPACTE,3.8,6,AS8,Z,14.6,9.6,12.3,23,283,,,,
2015,HYUNDAI,GENESIS COUPE,SOUS-COMPACTE,3.8,6,M6,Z,14.4,9.9,12.4,23,285,,,,
2015,HYUNDAI,SANTA FE,VUS - PETIT,3.3,6,AS6,X,12.9,9.4,11.3,25,260,,,,
2015,HYUNDAI,SANTA FE AWD,VUS - PETIT,3.3,6,AS6,X,13.0,9.7,11.5,25,264,,,,
2015,HYUNDAI,SANTA FE SPORT,VUS - PETIT,2.4,4,AS6,X,11.7,8.7,10.3,27,237,,,,
2015,HYUNDAI,SANTA FE SPORT AWD,VUS - PETIT,2.0,4,AS6,X,12.9,9.8,11.5,25,264,,,,
2015,HYUNDAI,SANTA FE SPORT AWD,VUS - PETIT,2.4,4,AS6,X,12.5,9.3,11.1,25,255,,,,
2015,HYUNDAI,SANTA FE ULTIMATE AWD,VUS - PETIT,3.3,6,AS6,X,13.9,10.8,12.5,23,287,,,,
2015,HYUNDAI,SONATA,GRANDE BERLINE,2.0,4,AS6,X,10.4,7.4,9.1,31,209,,,,
2015,HYUNDAI,SONATA,GRANDE BERLINE,2.4,4,AS6,X,9.8,6.7,8.4,34,193,,,,
2015,HYUNDAI,SONATA SPORT/LIMITED,GRANDE BERLINE,2.4,4,AS6,X,9.8,6.7,8.4,34,193,,,,
2015,HYUNDAI,SONATA HYBRID,INTERMÉDIAIRE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,,,
2015,HYUNDAI,SONATA HYBRID LIMITED,INTERMÉDIAIRE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,,,
2015,HYUNDAI,TUCSON,VUS - PETIT,2.0,4,AS6,X,10.2,8.2,9.3,30,214,,,,
2015,HYUNDAI,TUCSON,VUS - PETIT,2.0,4,M6,X,11.4,8.5,10.1,28,232,,,,
2015,HYUNDAI,TUCSON,VUS - PETIT,2.4,4,AS6,X,11.3,8.3,10.0,28,230,,,,
2015,HYUNDAI,TUCSON AWD,VUS - PETIT,2.0,4,AS6,X,11.4,9.3,10.4,27,239,,,,
2015,HYUNDAI,TUCSON AWD,VUS - PETIT,2.4,4,AS6,X,11.6,9.3,10.6,27,244,,,,
2015,HYUNDAI,VELOSTER,COMPACTE,1.6,4,AM6,X,8.6,6.6,7.7,37,177,,,,
2015,HYUNDAI,VELOSTER,COMPACTE,1.6,4,M6,X,9.0,6.7,8.0,35,184,,,,
2015,HYUNDAI,VELOSTER TURBO,COMPACTE,1.6,4,AS6,X,9.9,7.6,8.8,32,202,,,,
2015,HYUNDAI,VELOSTER TURBO,COMPACTE,1.6,4,M6,X,9.7,7.0,8.5,33,196,,,,
2015,INFINITI,Q50,INTERMÉDIAIRE,3.7,6,AS7,Z,12.0,8.1,10.3,27,237,,,,
2015,INFINITI,Q50 AWD,INTERMÉDIAIRE,3.7,6,AS7,Z,12.5,8.7,10.8,26,248,,,,
2015,INFINITI,Q50 HYBRID,COMPACTE,3.5,6,AS7,Z,8.2,6.7,7.5,38,172,,,,
2015,INFINITI,Q50 HYBRID AWD,COMPACTE,3.5,6,AS7,Z,8.7,7.5,8.2,34,189,,,,
2015,INFINITI,Q60,SOUS-COMPACTE,3.7,6,AS7,Z,12.4,8.7,10.7,26,246,,,,
2015,INFINITI,Q60,SOUS-COMPACTE,3.7,6,M6,Z,13.6,9.3,11.6,24,267,,,,
2015,INFINITI,Q60 AWD,SOUS-COMPACTE,3.7,6,AS7,Z,13.3,9.4,11.5,25,264,,,,
2015,INFINITI,Q60 CONVERTIBLE,SOUS-COMPACTE,3.7,6,AS7,Z,13.6,9.3,11.7,24,269,,,,
2015,INFINITI,Q60 CONVERTIBLE,SOUS-COMPACTE,3.7,6,M6,Z,14.3,9.8,12.3,23,283,,,,
2015,INFINITI,Q70,INTERMÉDIAIRE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253,,,,
2015,INFINITI,Q70,INTERMÉDIAIRE,5.6,8,AS7,Z,14.8,9.5,12.4,23,285,,,,
2015,INFINITI,Q70 AWD,INTERMÉDIAIRE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267,,,,
2015,INFINITI,Q70 AWD,INTERMÉDIAIRE,5.6,8,AS7,Z,15.0,10.2,12.9,22,297,,,,
2015,INFINITI,Q70 HYBRID,INTERMÉDIAIRE,3.5,6,AS7,Z,8.0,6.9,7.5,38,172,,,,
2015,INFINITI,QX50 AWD,FAMILIALE - PETITE,3.7,6,AS7,Z,13.7,9.7,11.9,24,274,,,,
2015,INFINITI,QX60,VUS - PETIT,3.5,6,AV7,Z,11.4,8.5,10.1,28,232,,,,
2015,INFINITI,QX60 AWD,VUS - PETIT,3.5,6,AV7,Z,12.2,8.9,10.7,26,246,,,,
2015,INFINITI,QX60 HYBRID AWD,VUS - ORDINAIRE,2.5,4,AV7,X,8.9,8.4,8.7,32,200,,,,
2015,INFINITI,QX70 AWD,VUS - PETIT,3.7,6,AS7,Z,14.6,10.7,12.8,22,294,,,,
2015,INFINITI,QX80 4WD,VUS - ORDINAIRE,5.6,8,AS7,Z,16.9,11.9,14.7,19,338,,,,
2015,JAGUAR,F-TYPE CONVERTIBLE,DEUX PLACES,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,,,,
2015,JAGUAR,F-TYPE COUPE,DEUX PLACES,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,,,,
2015,JAGUAR,F-TYPE S CONVERTIBLE,DEUX PLACES,3.0,6,AS8,Z,12.2,8.7,10.6,27,244,,,,
2015,JAGUAR,F-TYPE S COUPE,DEUX PLACES,3.0,6,AS8,Z,12.2,8.7,10.6,27,244,,,,
2015,JAGUAR,F-TYPE V8 R COUPE,DEUX PLACES,5.0,8,AS8,Z,15.0,10.2,12.8,22,294,,,,
2015,JAGUAR,F-TYPE V8 S CONVERTIBLE,DEUX PLACES,5.0,8,AS8,Z,15.0,10.2,12.8,22,294,,,,
2015,JAGUAR,XF,INTERMÉDIAIRE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242,,,,
2015,JAGUAR,XF AWD,INTERMÉDIAIRE,3.0,6,AS8,Z,13.9,8.8,11.6,24,267,,,,
2015,JAGUAR,XFR,INTERMÉDIAIRE,5.0,8,AS8,Z,15.7,10.3,13.2,21,304,,,,
2015,JAGUAR,XFR,INTERMÉDIAIRE,5.0,8,AS8,E,21.3,14.1,18.1,16,290,,,,
2015,JAGUAR,XFR-S,INTERMÉDIAIRE,5.0,8,AS8,Z,15.7,10.3,13.2,21,304,,,,
2015,JAGUAR,XJ AWD,GRANDE BERLINE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285,,,,
2015,JAGUAR,XJ SUPERCHARGED,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XJ SUPERCHARGED,GRANDE BERLINE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,,,,
2015,JAGUAR,XJL AWD PORTFOLIO,GRANDE BERLINE,3.0,6,AS8,Z,14.7,9.6,12.5,23,288,,,,
2015,JAGUAR,XJL SUPERCHARGED,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XJL SUPERCHARGED,GRANDE BERLINE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,,,,
2015,JAGUAR,XJR,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XJR LWB,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XKR CONVERTIBLE,MINICOMPACTE,5.0,8,AS6,Z,15.9,10.9,13.6,21,313,,,,
2015,JAGUAR,XKR COUPE,MINICOMPACTE,5.0,8,AS6,Z,15.6,10.9,13.4,21,308,,,,
2015,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACTE,5.0,8,AS6,Z,15.9,10.9,13.6,21,313,,,,
2015,JAGUAR,XKR-S COUPE,MINICOMPACTE,5.0,8,AS6,Z,15.6,10.9,13.4,21,308,,,,
2015,JEEP,CHEROKEE,VUS - PETIT,2.4,4,A9,X,10.9,7.7,9.5,30,218,,,,
2015,JEEP,CHEROKEE FFV,VUS - PETIT,2.4,4,A9,X,10.9,7.7,9.5,30,218,,,,
2015,JEEP,CHEROKEE FFV,VUS - PETIT,2.4,4,A9,E,15.2,10.2,12.9,22,206,,,,
2015,JEEP,CHEROKEE,VUS - PETIT,3.2,6,A9,X,11.4,8.1,9.9,29,228,,,,
2015,JEEP,CHEROKEE 4X4,VUS - PETIT,2.4,4,A9,X,11.3,8.3,10.0,28,230,,,,
2015,JEEP,CHEROKEE 4X4 FFV,VUS - PETIT,2.4,4,A9,X,11.3,8.3,10.0,28,230,,,,
2015,JEEP,CHEROKEE 4X4 FFV,VUS - PETIT,2.4,4,A9,E,15.9,11.0,13.7,21,219,,,,
2015,JEEP,CHEROKEE 4X4,VUS - PETIT,3.2,6,A9,X,11.6,8.5,10.2,28,235,,,,
2015,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,VUS - PETIT,2.4,4,A9,X,11.4,8.6,10.1,28,232,,,,
2015,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,VUS - PETIT,3.2,6,A9,X,12.6,8.9,10.9,26,251,,,,
2015,JEEP,CHEROKEE TRAILHAWK 4X4,VUS - PETIT,2.4,4,A9,X,12.1,9.4,10.9,26,251,,,,
2015,JEEP,CHEROKEE TRAILHAWK 4X4,VUS - PETIT,3.2,6,A9,X,12.2,9.0,10.8,26,248,,,,
2015,JEEP,COMPASS,VUS - PETIT,2.0,4,AV,X,10.7,8.8,9.9,29,228,,,,
2015,JEEP,COMPASS,VUS - PETIT,2.0,4,M5,X,10.2,7.8,9.2,31,212,,,,
2015,JEEP,COMPASS,VUS - PETIT,2.4,4,A6,X,11.2,8.6,10.0,28,230,,,,
2015,JEEP,COMPASS,VUS - PETIT,2.4,4,M5,X,10.2,8.2,9.3,30,214,,,,
2015,JEEP,COMPASS 4X4,VUS - PETIT,2.4,4,A6,X,11.4,8.7,10.2,28,235,,,,
2015,JEEP,COMPASS 4X4,VUS - PETIT,2.4,4,M5,X,10.6,8.6,9.7,29,223,,,,
2015,JEEP,COMPASS 4X4 TRAIL RATED,VUS - PETIT,2.4,4,AV,X,11.7,10.3,11.1,25,255,,,,
2015,JEEP,GRAND CHEROKEE 4X4 DIESEL,VUS - ORDINAIRE,3.0,6,A8,D,11.2,8.4,9.9,29,267,,,,
2015,JEEP,GRAND CHEROKEE 4X4 FFV,VUS - ORDINAIRE,3.6,6,A8,X,13.9,9.8,12.1,23,278,,,,
2015,JEEP,GRAND CHEROKEE 4X4 FFV,VUS - ORDINAIRE,3.6,6,A8,E,17.7,13.0,15.6,18,250,,,,
2015,JEEP,GRAND CHEROKEE 4X4 (MDS),VUS - ORDINAIRE,5.7,8,A8,X,17.3,11.5,14.7,19,338,,,,
2015,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),VUS - ORDINAIRE,6.4,8,A8,Z,18.5,12.6,15.8,18,363,,,,
2015,JEEP,PATRIOT,VUS - PETIT,2.0,4,AV,X,10.7,8.8,9.9,29,228,,,,
2015,JEEP,PATRIOT,VUS - PETIT,2.0,4,M5,X,10.2,7.8,9.2,31,212,,,,
2015,JEEP,PATRIOT,VUS - PETIT,2.4,4,A6,X,11.2,8.6,10.0,28,230,,,,
2015,JEEP,PATRIOT,VUS - PETIT,2.4,4,M5,X,10.2,8.2,9.3,30,214,,,,
2015,JEEP,PATRIOT 4X4,VUS - PETIT,2.4,4,A6,X,11.4,8.7,10.2,28,235,,,,
2015,JEEP,PATRIOT 4X4,VUS - PETIT,2.4,4,M5,X,10.6,8.6,9.7,29,223,,,,
2015,JEEP,PATRIOT 4X4 TRAIL RATED,VUS - PETIT,2.4,4,AV,X,11.7,10.3,11.1,25,255,,,,
2015,JEEP,RENEGADE,VUS - PETIT,1.4,4,M6,X,9.9,7.5,8.8,32,202,,,,
2015,JEEP,RENEGADE FFV,VUS - PETIT,2.4,4,A9,X,10.8,7.7,9.4,30,216,,,,
2015,JEEP,RENEGADE FFV,VUS - PETIT,2.4,4,A9,E,14.2,9.9,12.2,23,195,,,,
2015,JEEP,RENEGADE 4X4,VUS - PETIT,1.4,4,M6,X,9.9,7.5,8.8,32,202,,,,
2015,JEEP,RENEGADE 4X4,VUS - PETIT,2.4,4,A9,X,11.2,8.0,9.8,29,225,,,,
2015,JEEP,WRANGLER 4X4,VUS - PETIT,3.6,6,A5,X,14.1,11.1,12.8,22,294,,,,
2015,JEEP,WRANGLER 4X4,VUS - PETIT,3.6,6,M6,X,14.2,11.0,12.8,22,294,,,,
2015,JEEP,WRANGLER UNLIMITED 4X4,VUS - PETIT,3.6,6,A5,X,14.8,11.7,13.4,21,308,,,,
2015,JEEP,WRANGLER UNLIMITED 4X4,VUS - PETIT,3.6,6,M6,X,15.0,11.4,13.4,21,308,,,,
2015,KIA,CADENZA,GRANDE BERLINE,3.3,6,AS6,X,12.7,8.4,10.7,26,246,,,,
2015,KIA,FORTE,INTERMÉDIAIRE,1.8,4,AS6,X,8.8,6.1,7.6,37,175,,,,
2015,KIA,FORTE,INTERMÉDIAIRE,1.8,4,M6,X,9.3,6.3,7.9,36,182,,,,
2015,KIA,FORTE,INTERMÉDIAIRE,2.0,4,AS6,X,9.7,6.7,8.3,34,191,,,,
2015,KIA,FORTE,INTERMÉDIAIRE,2.0,4,M6,X,9.8,6.9,8.5,33,196,,,,
2015,KIA,FORTE 5,GRANDE BERLINE,1.6,4,AS6,X,11.1,8.0,9.7,29,223,,,,
2015,KIA,FORTE 5,GRANDE BERLINE,1.6,4,M6,X,11.1,8.2,9.8,29,225,,,,
2015,KIA,FORTE 5,GRANDE BERLINE,2.0,4,AS6,X,9.5,7.2,8.5,33,196,,,,
2015,KIA,FORTE 5,GRANDE BERLINE,2.0,4,M6,X,9.7,6.9,8.4,34,193,,,,
2015,KIA,FORTE KOUP,COMPACTE,1.6,4,AS6,X,10.6,7.8,9.4,30,216,,,,
2015,KIA,FORTE KOUP,COMPACTE,1.6,4,M6,X,10.8,8.1,9.6,29,221,,,,
2015,KIA,FORTE KOUP,COMPACTE,2.0,4,AS6,X,9.7,7.1,8.6,33,198,,,,
2015,KIA,FORTE KOUP,COMPACTE,2.0,4,M6,X,10.0,7.4,8.8,32,202,,,,
2015,KIA,K900,GRANDE BERLINE,3.8,6,AS8,X,13.3,8.9,11.3,25,260,,,,
2015,KIA,K900,GRANDE BERLINE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306,,,,
2015,KIA,OPTIMA,INTERMÉDIAIRE,2.0,4,AS6,X,11.7,7.7,9.9,29,228,,,,
2015,KIA,OPTIMA,INTERMÉDIAIRE,2.4,4,AS6,X,10.2,6.9,8.7,32,200,,,,
2015,KIA,OPTIMA HYBRID,INTERMÉDIAIRE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,,,
2015,KIA,OPTIMA HYBRID EX,INTERMÉDIAIRE,2.4,4,AS6,X,6.7,6.1,6.4,44,147,,,,
2015,KIA,RIO,COMPACTE,1.6,4,AS6,X,8.8,6.3,7.7,37,177,,,,
2015,KIA,RIO,COMPACTE,1.6,4,M6,X,8.7,6.4,7.7,37,177,,,,
2015,KIA,RIO ECO,COMPACTE,1.6,4,AS6,X,8.5,6.3,7.6,37,175,,,,
2015,KIA,RONDO,FAMILIALE - INTERMÉDIAIRE,2.0,4,AS6,X,10.6,7.6,9.3,30,214,,,,
2015,KIA,RONDO,FAMILIALE - INTERMÉDIAIRE,2.0,4,M6,X,10.8,7.4,9.3,30,214,,,,
2015,KIA,SEDONA,FOURGONNETTE,3.3,6,AS6,X,13.2,9.7,11.6,24,267,,,,
2015,KIA,SEDONA SX,FOURGONNETTE,3.3,6,AS6,X,12.9,9.5,11.4,25,262,,,,
2015,KIA,SEDONA SXL,FOURGONNETTE,3.3,6,AS6,X,14.2,10.5,12.5,23,288,,,,
2015,KIA,SORENTO,VUS - PETIT,2.4,4,AS6,X,11.8,8.7,10.4,27,239,,,,
2015,KIA,SORENTO,VUS - PETIT,3.3,6,AS6,X,12.7,9.0,11.1,25,255,,,,
2015,KIA,SORENTO AWD,VUS - PETIT,2.4,4,AS6,X,12.2,9.4,10.9,26,251,,,,
2015,KIA,SORENTO AWD,VUS - PETIT,3.3,6,AS6,X,13.4,10.0,11.8,24,271,,,,
2015,KIA,SOUL,FAMILIALE - PETITE,1.6,4,AS6,X,9.8,7.8,8.9,32,205,,,,
2015,KIA,SOUL,FAMILIALE - PETITE,1.6,4,M6,X,9.9,7.8,9.0,31,207,,,,
2015,KIA,SOUL,FAMILIALE - PETITE,2.0,4,AS6,X,10.1,7.7,9.0,31,207,,,,
