ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT*,,,,ÉMISSIONS DE CO2,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),,
2006,FORD,FUSION,INTERMÉDIAIRE,3.0,6,A6,X,12.9,8.8,11.0,26,253,,
2006,FORD,GRAND MARQUIS,GRANDE BERLINE,4.6,8,A4,X,15.6,10.1,13.1,22,301,,
2006,FORD,MUSTANG,COMPACTE,4.0,6,A5,X,14.2,10.3,12.4,23,285,,
2006,FORD,MUSTANG,COMPACTE,4.0,6,M5,X,13.8,9.1,11.7,24,269,,
2006,FORD,MUSTANG,COMPACTE,4.6,8,A5,X,15.4,11.0,13.4,21,308,,
2006,FORD,MUSTANG,COMPACTE,4.6,8,M5,X,15.6,10.4,13.3,21,306,,
2006,FORD,RANGER,CAMIONNETTE - ORDINAIRE,2.3,4,A5,X,12.6,9.7,11.3,25,260,,
2006,FORD,RANGER,CAMIONNETTE - ORDINAIRE,2.3,4,M5,X,11.3,8.7,10.1,28,232,,
2006,FORD,RANGER,CAMIONNETTE - ORDINAIRE,3.0,6,A5,X,15.5,11.5,13.7,21,315,,
2006,FORD,RANGER,CAMIONNETTE - ORDINAIRE,3.0,6,M5,X,14.7,11.1,13.1,22,301,,
2006,FORD,RANGER,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.0,11.7,14.0,20,322,,
2006,FORD,RANGER,CAMIONNETTE - ORDINAIRE,4.0,6,M5,X,15.1,11.3,13.4,21,308,,
2006,FORD,RANGER 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.8,12.8,15.0,19,345,,
2006,FORD,RANGER 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,M5,X,16.8,13.3,15.2,19,350,,
2006,FORD,TAURUS,INTERMÉDIAIRE,3.0,6,A4,X,13.3,9.5,11.6,24,267,,
2006,GMC,C1500 SIERRA,CAMIONNETTE - ORDINAIRE,4.3,6,A4,X,16.5,12.2,14.6,19,336,,
2006,GMC,C1500 SIERRA,CAMIONNETTE - ORDINAIRE,4.3,6,M5,X,16.9,11.9,14.7,19,338,,
2006,GMC,C1500 SIERRA,CAMIONNETTE - ORDINAIRE,4.8,8,A4,X,16.0,12.1,14.2,20,327,,
2006,GMC,C1500 SIERRA,CAMIONNETTE - ORDINAIRE,4.8,8,M5,X,16.3,11.8,14.2,20,327,,
2006,GMC,C1500 SIERRA,CAMIONNETTE - ORDINAIRE,5.3,8,A4,X,16.5,12.6,14.7,19,338,,
2006,GMC,C1500 SIERRA,CAMIONNETTE - ORDINAIRE,6.0,8,A4,Z,17.3,12.9,15.3,18,352,,
2006,GMC,C1500 SIERRA FFV,CAMIONNETTE - ORDINAIRE,5.3,8,A4,X,16.4,12.1,14.5,19,334,,
2006,GMC,C1500 SIERRA FFV,CAMIONNETTE - ORDINAIRE,5.3,8,A4,E,21.6,15.9,19.0,15,304,,
2006,GMC,C1500 SIERRA HYBRID,CAMIONNETTE - ORDINAIRE,5.3,8,A4,X,14.8,12.2,13.6,21,313,,
2006,GMC,C1500 YUKON,VUS,4.8,8,A4,X,16.8,12.7,15.0,19,345,,
2006,GMC,C1500 YUKON,VUS,5.3,8,A4,X,17.7,12.8,15.5,18,357,,
2006,GMC,C1500 YUKON FFV,VUS,5.3,8,A4,X,18.4,13.7,16.3,17,375,,
2006,GMC,C1500 YUKON FFV,VUS,5.3,8,A4,E,24.2,18.2,21.5,13,344,,
2006,GMC,C1500 YUKON XL,VUS,5.3,8,A4,X,18.0,14.1,16.2,17,373,,
2006,GMC,C1500 YUKON XL FFV,VUS,5.3,8,A4,X,18.4,13.5,16.2,17,373,,
2006,GMC,C1500 YUKON XL FFV,VUS,5.3,8,A4,E,24.2,18.0,21.4,13,342,,
2006,GMC,CANYON,CAMIONNETTE - ORDINAIRE,2.8,4,A4,X,15.3,10.9,13.3,21,306,,
2006,GMC,CANYON,CAMIONNETTE - ORDINAIRE,2.8,4,M5,X,13.7,9.5,11.8,24,271,,
2006,GMC,CANYON,CAMIONNETTE - ORDINAIRE,3.5,5,A4,X,14.0,10.5,12.5,23,288,,
2006,GMC,CANYON,CAMIONNETTE - ORDINAIRE,3.5,5,M5,X,14.7,10.2,12.7,22,292,,
2006,GMC,CANYON 4X4,CAMIONNETTE - ORDINAIRE,2.8,4,A4,X,16.0,11.3,13.9,20,320,,
2006,GMC,CANYON 4X4,CAMIONNETTE - ORDINAIRE,2.8,4,M5,X,15.4,11.0,13.4,21,308,,
2006,GMC,CANYON 4X4,CAMIONNETTE - ORDINAIRE,3.5,5,A4,X,14.9,11.4,13.3,21,306,,
2006,GMC,CANYON 4X4,CAMIONNETTE - ORDINAIRE,3.5,5,M5,X,15.0,11.2,13.3,21,306,,
2006,GMC,CANYON CHASSIS CAB,CAMIONNETTE - ORDINAIRE,3.5,5,A4,X,15.6,11.4,13.7,21,315,,
2006,GMC,CANYON CREW CAB,CAMIONNETTE - ORDINAIRE,2.8,4,A4,X,15.5,10.9,13.4,21,308,,
2006,GMC,CANYON CREW CAB,CAMIONNETTE - ORDINAIRE,2.8,4,M5,X,13.7,9.4,11.8,24,271,,
2006,GMC,CANYON CREW CAB,CAMIONNETTE - ORDINAIRE,3.5,5,A4,X,14.0,10.6,12.5,23,288,,
2006,GMC,CANYON CREW CAB 4X4,CAMIONNETTE - ORDINAIRE,2.8,4,A4,X,16.0,11.3,13.9,20,320,,
2006,GMC,CANYON CREW CAB 4X4,CAMIONNETTE - ORDINAIRE,2.8,4,M5,X,15.4,11.0,13.4,21,308,,
2006,GMC,CANYON CREW CAB 4X4,CAMIONNETTE - ORDINAIRE,3.5,5,A4,X,15.4,11.8,13.8,20,317,,
2006,GMC,ENVOY,VUS,4.2,6,A4,X,16.5,11.7,14.3,20,329,,
2006,GMC,ENVOY,VUS,5.3,8,A4,X,16.5,11.5,14.3,20,329,,
2006,GMC,ENVOY 4X4,VUS,4.2,6,A4,X,17.6,12.9,15.5,18,357,,
2006,GMC,ENVOY 4X4,VUS,5.3,8,A4,X,17.1,12.0,14.8,19,340,,
2006,GMC,ENVOY XL,VUS,4.2,6,A4,X,17.3,12.7,15.2,19,350,,
2006,GMC,ENVOY XL,VUS,5.3,8,A4,X,16.5,11.5,14.3,20,329,,
2006,GMC,ENVOY XL 4X4,VUS,4.2,6,A4,X,18.3,13.0,15.9,18,366,,
2006,GMC,ENVOY XL 4X4,VUS,5.3,8,A4,X,17.9,12.8,15.6,18,359,,
2006,GMC,G15 SAVANA CARGO,FOURGON - CARGAISON,4.3,6,A4,X,18.2,13.8,16.2,17,373,,
2006,GMC,G15 SAVANA CARGO,FOURGON - CARGAISON,5.3,8,A4,X,16.5,12.6,14.7,19,338,,
2006,GMC,G15 SAVANA CARGO CONV,FOURGON - CARGAISON,4.3,6,A4,X,18.3,13.8,16.3,17,375,,
2006,GMC,G15 SAVANA CARGO CONV,FOURGON - CARGAISON,5.3,8,A4,X,18.0,14.1,16.2,17,373,,
2006,GMC,G15 SAVANA PASSENGER,FOURGON - PASSAGER,4.3,6,A4,X,17.4,13.1,15.5,18,357,,
2006,GMC,G15 SAVANA PASSENGER,FOURGON - PASSAGER,5.3,8,A4,X,18.0,14.1,16.2,17,373,,
2006,GMC,H15 SAVANA CARGO AWD,FOURGON - CARGAISON,5.3,8,A4,X,17.7,12.8,15.5,18,357,,
2006,GMC,H15 SAVANA CARGO AWD CONV,FOURGON - CARGAISON,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2006,GMC,H15 SAVANA PASSENGER AWD,FOURGON - PASSAGER,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2006,GMC,K1500 SIERRA 4X4,CAMIONNETTE - ORDINAIRE,4.3,6,A4,X,17.4,13.8,15.8,18,363,,
2006,GMC,K1500 SIERRA 4X4,CAMIONNETTE - ORDINAIRE,4.3,6,M5,X,17.7,13.0,15.6,18,359,,
2006,GMC,K1500 SIERRA 4X4,CAMIONNETTE - ORDINAIRE,4.8,8,A4,X,17.1,13.3,15.4,18,354,,
2006,GMC,K1500 SIERRA 4X4,CAMIONNETTE - ORDINAIRE,4.8,8,M5,X,18.1,13.0,15.8,18,363,,
2006,GMC,K1500 SIERRA 4X4,CAMIONNETTE - ORDINAIRE,5.3,8,A4,X,17.6,13.3,15.6,18,359,,
2006,GMC,K1500 SIERRA 4X4,CAMIONNETTE - ORDINAIRE,6.0,8,A4,Z,18.8,15.0,17.1,17,393,,
2006,GMC,K1500 SIERRA DENALI AWD,CAMIONNETTE - ORDINAIRE,6.0,8,A4,Z,19.1,14.6,17.1,17,393,,
2006,GMC,K1500 SIERRA FFV 4X4,CAMIONNETTE - ORDINAIRE,5.3,8,A4,X,17.1,13.3,15.4,18,354,,
2006,GMC,K1500 SIERRA FFV 4X4,CAMIONNETTE - ORDINAIRE,5.3,8,A4,E,22.5,17.4,20.2,14,323,,
2006,GMC,K1500 SIERRA HYBRID 4X4,CAMIONNETTE - ORDINAIRE,5.3,8,A4,X,16.0,13.3,14.7,19,338,,
2006,GMC,K1500 YUKON 4X4,VUS,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2006,GMC,K1500 YUKON DENALI AWD,VUS,6.0,8,A4,Z,19.1,14.6,17.1,17,393,,
2006,GMC,K1500 YUKON DENALI XL AWD,VUS,6.0,8,A4,Z,19.1,14.6,17.1,17,393,,
2006,GMC,K1500 YUKON FFV 4X4,VUS,5.3,8,A4,X,19.0,14.5,17.0,17,391,,
2006,GMC,K1500 YUKON FFV 4X4,VUS,5.3,8,A4,E,25.1,19.2,22.4,13,358,,
2006,GMC,K1500 YUKON XL 4X4,VUS,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2006,GMC,K1500 YUKON XL FFV 4X4,VUS,5.3,8,A4,X,19.0,14.5,17.0,17,391,,
2006,GMC,K1500 YUKON XL FFV 4X4,VUS,5.3,8,A4,E,25.1,19.2,22.4,13,358,,
2006,HONDA,ACCORD,INTERMÉDIAIRE,2.4,4,A5,X,11.1,7.5,9.5,30,219,,
2006,HONDA,ACCORD,INTERMÉDIAIRE,2.4,4,M5,X,10.4,7.6,9.2,31,212,,
2006,HONDA,ACCORD,INTERMÉDIAIRE,3.0,6,A5,X,13.0,8.9,11.2,25,258,,
2006,HONDA,ACCORD,INTERMÉDIAIRE,3.0,6,M6,X,12.9,8.6,10.9,26,251,,
2006,HONDA,ACCORD HYBRID,INTERMÉDIAIRE,3.0,6,A5,X,10.9,7.6,9.4,30,216,,
2006,HONDA,CIVIC,COMPACTE,1.8,4,A5,X,9.5,6.8,8.3,34,191,,
2006,HONDA,CIVIC,COMPACTE,1.8,4,M5,X,9.1,6.8,8.1,35,186,,
2006,HONDA,CIVIC HYBRID,COMPACTE,1.3,4,AV,X,5.8,5.2,5.5,51,127,,
2006,HONDA,CIVIC Si,COMPACTE,2.0,4,M6,Z,11.6,8.1,10.0,28,230,,
2006,HONDA,CR-V 4X4,VUS,2.4,4,A5,X,12.0,9.5,10.9,26,251,,
2006,HONDA,CR-V 4X4,VUS,2.4,4,M5,X,12.6,9.9,11.4,25,262,,
2006,HONDA,ELEMENT,VUS,2.4,4,A4,X,12.2,9.8,11.2,25,258,,
2006,HONDA,ELEMENT,VUS,2.4,4,M5,X,12.6,10.1,11.4,25,262,,
2006,HONDA,ELEMENT 4X4,VUS,2.4,4,A4,X,12.7,10.4,11.6,24,267,,
2006,HONDA,ELEMENT 4X4,VUS,2.4,4,M5,X,12.8,10.6,11.8,24,271,,
2006,HONDA,INSIGHT,DEUX PLACES,1.0,3,M5,X,4.9,4.1,4.5,63,104,,
2006,HONDA,ODYSSEY,FOURGONNETTE,3.5,6,A5,X,14.0,10.1,12.2,23,281,,
2006,HONDA,ODYSSEY EX-L/TOURING,FOURGONNETTE,3.5,6,A5,X,13.5,9.1,11.5,25,265,,
2006,HONDA,PILOT 4X4,VUS,3.5,6,A5,X,15.7,11.4,13.8,20,317,,
2006,HONDA,RIDGELINE 4X4,CAMIONNETTE - ORDINAIRE,3.5,6,A5,X,16.1,11.9,14.2,20,327,,
2006,HONDA,S2000,DEUX PLACES,2.2,4,M6,Z,13.3,9.9,11.8,24,271,,
2006,HUMMER,H3 4X4,VUS,3.5,5,A4,X,16.4,13.4,15.0,19,345,,
2006,HUMMER,H3 4X4,VUS,3.5,5,M5,X,17.3,12.8,15.3,18,352,,
2006,HYUNDAI,ACCENT 3/5-DOOR,COMPACTE,1.6,4,A4,X,10.2,7.4,9.0,31,207,,
2006,HYUNDAI,ACCENT 3/5-DOOR,COMPACTE,1.6,4,M5,X,9.4,7.8,8.6,33,198,,
2006,HYUNDAI,ACCENT 4-DOOR,COMPACTE,1.6,4,A4,X,9.6,7.1,8.5,33,196,,
2006,HYUNDAI,ACCENT 4-DOOR,COMPACTE,1.6,4,M5,X,8.6,7.4,8.1,35,186,,
2006,HYUNDAI,AZERA,GRANDE BERLINE,3.8,6,A5,X,13.7,9.3,11.7,24,269,,
2006,HYUNDAI,ELANTRA,COMPACTE,2.0,4,A4,X,11.0,8.0,9.6,29,221,,
2006,HYUNDAI,ELANTRA,COMPACTE,2.0,4,M5,X,10.1,7.5,9.0,31,207,,
2006,HYUNDAI,SANTA FE,VUS,2.4,4,M5,X,13.2,9.6,11.6,24,267,,
2006,HYUNDAI,SANTA FE,VUS,2.7,6,A4,X,13.6,10.2,12.1,23,278,,
2006,HYUNDAI,SANTA FE 4X4,VUS,2.7,6,A4,X,14.6,11.0,13.0,22,299,,
2006,HYUNDAI,SANTA FE 4X4,VUS,3.5,6,A5,X,15.9,11.2,13.8,20,317,,
2006,HYUNDAI,SONATA,GRANDE BERLINE,2.4,4,A4,X,11.3,7.8,9.7,29,223,,
2006,HYUNDAI,SONATA,GRANDE BERLINE,2.4,4,M5,X,11.0,7.5,9.4,30,216,,
2006,HYUNDAI,SONATA,GRANDE BERLINE,3.3,6,A5,X,13.0,8.6,11.0,26,253,,
2006,HYUNDAI,TIBURON,SOUS-COMPACTE,2.0,4,A4,X,12.2,8.7,10.6,27,244,,
2006,HYUNDAI,TIBURON,SOUS-COMPACTE,2.0,4,M5,X,11.4,8.5,10.1,28,232,,
2006,HYUNDAI,TIBURON,SOUS-COMPACTE,2.7,6,A4,X,13.9,9.8,12.1,23,278,,
2006,HYUNDAI,TIBURON,SOUS-COMPACTE,2.7,6,M6,X,14.5,9.7,12.3,23,283,,
2006,HYUNDAI,TUCSON WAGON,VUS,2.0,4,A4,X,12.1,9.5,10.9,26,251,,
2006,HYUNDAI,TUCSON WAGON,VUS,2.0,4,M5,X,12.0,9.4,10.8,26,248,,
2006,HYUNDAI,TUCSON WAGON,VUS,2.7,6,A4,X,13.4,9.9,11.8,24,271,,
2006,HYUNDAI,TUCSON WAGON 4X4,VUS,2.7,6,A4,X,13.8,10.4,12.3,23,283,,
2006,INFINITI,G35,COMPACTE,3.5,6,AS5,X,14.3,10.2,12.4,23,285,,
2006,INFINITI,G35,COMPACTE,3.5,6,M6,X,13.6,9.7,11.9,24,274,,
2006,INFINITI,G35 AWD,COMPACTE,3.5,6,AS5,X,15.1,10.7,13.1,22,301,,
2006,INFINITI,G35 COUPE,COMPACTE,3.5,6,AS5,Z,14.3,10.2,12.4,23,285,,
2006,INFINITI,G35 COUPE #,COMPACTE,3.5,6,M6,Z,13.6,9.7,11.9,24,274,,
2006,INFINITI,M35,GRANDE BERLINE,3.5,6,AS5,X,14.8,10.2,12.7,22,292,,
2006,INFINITI,M35 AWD,GRANDE BERLINE,3.5,6,AS5,X,14.9,10.6,13.0,22,299,,
2006,INFINITI,M45,GRANDE BERLINE,4.5,8,AS5,Z,15.1,11.1,13.3,21,306,,
2006,INFINITI,QX56 4X4,VUS,5.6,8,A5,X,20.0,14.2,17.4,16,400,,
2006,JAGUAR,KJR #,COMPACTE,4.2,8,A6,Z,14.2,9.1,11.9,24,274,,
2006,JAGUAR,S-TYPE 3.0,INTERMÉDIAIRE,3.0,8,A6,Z,12.6,7.9,10.5,27,242,,
2006,JAGUAR,S-TYPE 4.2,INTERMÉDIAIRE,4.2,8,A6,Z,13.2,8.5,11.1,25,255,,
2006,JAGUAR,S-TYPE R #,INTERMÉDIAIRE,4.2,8,A6,Z,14.2,9.3,11.9,24,274,,
2006,JAGUAR,SUPER V8 #,GRANDE BERLINE,4.2,8,A6,Z,14.2,9.1,11.9,24,274,,
2006,JAGUAR,VANDEN PLAS,GRANDE BERLINE,4.2,8,A6,Z,13.2,8.2,11.0,26,253,,
2006,JAGUAR,XJ8,COMPACTE,4.2,8,A6,Z,13.1,8.1,10.8,26,248,,
2006,JAGUAR,XJ8L,GRANDE BERLINE,4.2,8,A6,Z,13.1,8.1,10.8,26,248,,
2006,JAGUAR,XK8,SOUS-COMPACTE,4.2,8,A6,Z,13.5,8.5,11.2,25,258,,
2006,JAGUAR,XK8 CONVERTIBLE,MINICOMPACTE,4.2,8,A6,Z,13.5,8.5,11.2,25,258,,
2006,JAGUAR,XKR #,SOUS-COMPACTE,4.2,8,A6,Z,14.2,9.1,11.9,24,274,,
2006,JAGUAR,XKR CONVERTIBLE #,MINICOMPACTE,4.2,8,A6,Z,14.2,9.1,11.9,24,274,,
2006,JAGUAR,X-TYPE,SOUS-COMPACTE,3.0,8,A5,Z,13.4,9.1,11.5,25,265,,
2006,JAGUAR,X-TYPE,SOUS-COMPACTE,3.0,8,M5,Z,13.2,8.2,11.0,26,253,,
2006,JAGUAR,X-TYPE SPORT BRAKE,FAMILIALE - PETITE,3.0,8,A5,Z,13.5,9.0,11.5,25,265,,
2006,JAGUAR,X-TYPE SPORT BRAKE,FAMILIALE - PETITE,3.0,8,M6,Z,13.6,8.2,11.2,25,258,,
2006,JEEP,COMMANDER 4X4,VUS,3.7,6,A5,X,16.5,12.8,14.8,19,340,,
2006,JEEP,COMMANDER 4X4,VUS,4.7,8,A5,X,17.3,12.6,15.2,19,350,,
2006,JEEP,COMMANDER 4X4 (MDS),VUS,5.7,8,A5,X,18.3,13.1,16.0,18,368,,
2006,JEEP,GRAND CHEROKEE 4X4,VUS,3.7,6,A5,X,15.9,12.1,14.2,20,327,,
2006,JEEP,GRAND CHEROKEE 4X4,VUS,4.7,8,A5,X,17.3,12.6,15.2,19,350,,
2006,JEEP,GRAND CHEROKEE 4X4 (MDS),VUS,5.7,8,A5,X,18.3,13.1,16.0,18,368,,
2006,JEEP,GRAND CHEROKEE 4X4 SRT8,VUS,6.1,8,A5,Z,21.1,16.7,19.1,15,439,,
2006,JEEP,LIBERTY 4X4,VUS,3.7,6,A4,X,15.6,11.7,13.8,20,317,,
2006,JEEP,LIBERTY 4X4,VUS,3.7,6,M6,X,15.0,11.8,13.5,21,311,,
2006,JEEP,LIBERTY 4X4 TURBO DIESEL,VUS,2.8,4,A5,D,12.3,10.1,11.3,25,305,,
2006,JEEP,TJ 4X4,VUS,2.4,4,M6,X,14.8,12.3,13.7,21,315,,
2006,JEEP,TJ 4X4,VUS,4.0,6,A4,X,18.3,14.3,16.5,17,380,,
2006,JEEP,TJ 4X4,VUS,4.0,6,M6,X,17.1,13.6,15.5,18,357,,
2006,JEEP,TJ UNLIMITED 4X4,VUS,4.0,6,A4,X,18.3,14.3,16.5,17,380,,
2006,JEEP,TJ UNLIMITED 4X4,VUS,4.0,6,M6,X,18.6,13.6,16.4,17,377,,
2006,KIA,AMANTI,GRANDE BERLINE,3.5,6,A5,X,15.5,10.3,13.2,21,304,,
2006,KIA,MAGENTIS,INTERMÉDIAIRE,2.4,4,A4,X,12.2,8.6,10.6,27,244,,
2006,KIA,MAGENTIS,INTERMÉDIAIRE,2.7,6,A4,X,13.1,9.4,11.4,25,262,,
2006,KIA,RIO,COMPACTE,1.6,4,A4,X,9.4,6.8,8.2,34,189,,
2006,KIA,RIO,COMPACTE,1.6,4,M5,X,8.6,7.4,8.1,35,186,,
2006,KIA,SEDONA,FOURGONNETTE,3.8,6,A5,X,15.9,10.2,13.3,21,306,,
2006,KIA,SORENTO 4X4,VUS,3.5,6,A5,X,18.0,12.9,15.7,18,361,,
2006,KIA,SORENTO 4X4,VUS,3.5,6,M5,X,16.6,12.8,14.9,19,343,,
2006,KIA,SPECTRA,INTERMÉDIAIRE,2.0,4,A4,X,10.6,7.4,9.2,31,212,,
2006,KIA,SPECTRA,INTERMÉDIAIRE,2.0,4,M5,X,10.9,7.9,9.5,30,219,,
2006,KIA,SPORTAGE,VUS,2.0,4,A4,X,12.6,9.7,11.3,25,260,,
2006,KIA,SPORTAGE,VUS,2.0,4,M5,X,12.0,9.3,10.8,26,248,,
2006,KIA,SPORTAGE,VUS,2.7,6,A4,X,13.6,10.1,12.0,24,276,,
2006,KIA,SPORTAGE 4X4,VUS,2.0,4,M5,X,12.7,9.7,11.3,25,260,,
2006,KIA,SPORTAGE 4X4,VUS,2.7,6,A4,X,13.9,11.1,12.7,22,292,,
2006,LAND ROVER,LR3 4X4,VUS,4.0,6,AS6,X,18.7,13.4,16.3,17,375,,
2006,LAND ROVER,LR3 4X4,VUS,4.4,8,AS6,X,18.5,13.9,16.5,17,380,,
2006,LAND ROVER,RANGE ROVER 4X4,VUS,4.4,8,AS6,X,18.5,13.9,16.5,17,380,,
2006,LAND ROVER,RANGE ROVER 4X4 #,VUS,4.2,8,AS6,X,20.0,13.8,17.2,16,396,,
2006,LAND ROVER,RANGE ROVER SPORT 4X4,VUS,4.4,8,AS6,X,18.9,13.1,16.3,17,375,,
2006,LAND ROVER,RANGE ROVER SPORT 4X4 #,VUS,4.2,8,AS6,X,20.0,13.8,17.2,16,396,,
2006,LEXUS,ES 330,INTERMÉDIAIRE,3.3,6,A5,Z,13.0,8.7,11.0,26,253,,
2006,LEXUS,GS 300,INTERMÉDIAIRE,3.0,6,AS6,Z,12.1,8.6,10.5,27,242,,
2006,LEXUS,GS 300,INTERMÉDIAIRE,4.3,8,AS6,Z,14.3,10.1,12.4,23,285,,
2006,LEXUS,GS 300 4X4,INTERMÉDIAIRE,3.0,6,AS6,Z,12.6,9.3,11.1,25,255,,
2006,LEXUS,GS 430,INTERMÉDIAIRE,3.0,6,AS6,Z,12.1,8.6,10.5,27,242,,
2006,LEXUS,GS 430,INTERMÉDIAIRE,4.3,8,AS6,Z,14.3,10.1,12.4,23,285,,
2006,LEXUS,GX 470,VUS,4.7,8,A5,Z,17.0,13.4,15.4,18,354,,
2006,LEXUS,IS 250,SOUS-COMPACTE,2.5,6,AS6,Z,11.2,8.0,9.7,29,223,,
2006,LEXUS,IS 250,SOUS-COMPACTE,2.5,6,M6,Z,13.1,9.0,11.3,25,260,,
2006,LEXUS,IS 250 AWD,SOUS-COMPACTE,2.5,6,AS6,Z,11.9,9.0,10.6,27,244,,
2006,LEXUS,IS 350,SOUS-COMPACTE,3.5,6,AS6,Z,12.2,9.1,10.8,26,248,,
2006,LEXUS,LS 430,GRANDE BERLINE,4.3,8,AS6,Z,14.4,10.1,12.4,23,285,,
2006,LEXUS,LX 470,VUS,4.7,8,A5,X,19.4,15.3,17.5,16,403,,
2006,LEXUS,RX 330 4X4,VUS,3.3,6,A5,Z,14.4,10.6,12.7,22,292,,
2006,LEXUS,RX 330 4X4,VUS,3.3,6,AS5,Z,14.4,10.7,12.7,22,292,,
2006,LEXUS,RX 400H 4X4,VUS,3.3,6,AV,X,8.7,9.6,9.1,31,209,,
2006,LEXUS,SC 430,MINICOMPACTE,4.3,8,AS6,Z,14.2,10.2,12.4,23,285,,
2006,LINCOLN,LS,INTERMÉDIAIRE,3.9,8,A5,Z,15.1,10.7,13.1,22,301,,
2006,LINCOLN,LS SST,INTERMÉDIAIRE,3.9,8,A5,Z,14.9,10.3,12.8,22,294,,
2006,LINCOLN,MARK LT,CAMIONNETTE - ORDINAIRE,5.4,8,A4,X,18.0,13.4,15.9,18,366,,
2006,LINCOLN,MARK LT 4X4,CAMIONNETTE - ORDINAIRE,5.4,8,A4,X,18.9,14.5,16.9,17,389,,
2006,LINCOLN,TOWN CAR,GRANDE BERLINE,4.6,8,A4,X,15.6,10.1,13.1,22,301,,
2006,LINCOLN,ZEPHYR,INTERMÉDIAIRE,3.0,6,A6,X,13.4,9.3,11.5,25,265,,
2006,MASERATI,COUPE,SOUS-COMPACTE,4.2,8,M6,Z,20.2,14.1,17.4,16,400,,
2006,MASERATI,COUPE GRANDSPORT,SOUS-COMPACTE,4.2,8,M6,Z,20.2,14.1,17.4,16,400,,
2006,MASERATI,COUPE GT,SOUS-COMPACTE,4.2,8,M6,Z,20.2,14.1,17.4,16,400,,
2006,MASERATI,QUATTROPORTE,GRANDE BERLINE,4.2,8,A6,Z,20.8,14.4,17.9,16,412,,
2006,MASERATI,SPYDER,DEUX PLACES,4.2,8,AS6,Z,21.0,13.3,17.5,16,403,,
2006,MASERATI,SPYDER GRANDSPORT,DEUX PLACES,4.2,8,AS6,Z,21.0,13.3,17.5,16,403,,
2006,MASERATI,SPYDER GT,DEUX PLACES,4.2,8,AS6,Z,21.0,13.3,17.5,16,403,,
2006,MAZDA,B2300,CAMIONNETTE - ORDINAIRE,2.3,4,A5,X,12.6,9.7,11.3,25,260,,
2006,MAZDA,B2300,CAMIONNETTE - ORDINAIRE,2.3,4,M5,X,11.3,8.7,10.1,28,232,,
2006,MAZDA,B3000,CAMIONNETTE - ORDINAIRE,3.0,6,A5,X,15.6,11.5,13.8,20,317,,
2006,MAZDA,B3000,CAMIONNETTE - ORDINAIRE,3.0,6,M5,X,14.8,11.1,13.1,22,301,,
2006,MAZDA,B4000,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.0,11.8,14.1,20,324,,
2006,MAZDA,B4000 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.8,12.8,15.0,19,345,,
2006,MAZDA,B4000 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,M5,X,16.8,13.3,15.2,19,350,,
2006,MAZDA,MAZDA3,COMPACTE,2.0,4,AS4,X,10.4,7.6,9.2,31,212,,
2006,MAZDA,MAZDA3,COMPACTE,2.0,4,M5,X,9.7,7.3,8.6,33,198,,
2006,MAZDA,MAZDA3,COMPACTE,2.3,4,AS5,X,10.8,8.2,9.6,29,221,,
2006,MAZDA,MAZDA3,COMPACTE,2.3,4,M5,X,10.5,8.0,9.4,30,216,,
2006,MAZDA,MAZDA5 WAGON,FAMILIALE - INTERMÉDIAIRE,2.3,4,AS4,X,12.7,9.8,11.4,25,262,,
2006,MAZDA,MAZDA5 WAGON,FAMILIALE - INTERMÉDIAIRE,2.3,4,M5,X,12.0,9.5,10.9,26,251,,
2006,MAZDA,MAZDA6,INTERMÉDIAIRE,2.3,4,AS5,X,11.4,8.3,10.0,28,230,,
2006,MAZDA,MAZDA6,INTERMÉDIAIRE,2.3,4,M5,X,11.4,8.1,9.9,29,228,,
2006,MAZDA,MAZDA6,INTERMÉDIAIRE,3.0,6,AS6,X,13.6,9.4,11.7,24,269,,
2006,MAZDA,MAZDA6,INTERMÉDIAIRE,3.0,6,M5,X,13.7,9.5,11.8,24,271,,
2006,MAZDA,MAZDA6 SPORT WAGON,FAMILIALE - INTERMÉDIAIRE,3.0,6,AS6,X,13.6,9.4,11.7,24,269,,
2006,MAZDA,MAZDA6 SPORT WAGON,FAMILIALE - INTERMÉDIAIRE,3.0,6,M5,X,13.7,9.5,11.8,24,271,,
2006,MAZDA,MAZDA6 TURBO,INTERMÉDIAIRE,2.3,4,M6,Z,14.0,10.1,12.2,23,281,,
2006,MAZDA,MPV,FOURGONNETTE,3.0,6,A5,X,14.9,10.4,12.9,22,297,,
